tagName,Count,Excerpt
"authorial-intent","9","For questions about the concept of authorial intent. Please do not use this tag for questions about authors' intentions as they relate to a specific passage of text."
"elif-shafak","9","Elif Shafak is a Turkish novelist who has written many books in both English and Turkish. Use this tag for questions about the author herself or about any of her literary works. Questions about her works originally written in Turkish should use the [turkish-literature] tag as well."
"the-merchant-of-venice","9","A play by William Shakespeare, focusing on the Jew Shylock. Use this tag with the [william-shakespeare] tag."
"the-iliad","9","For questions about The Iliad, the epic poem by Homer. Use in conjunction with [homer]. If the question is regarding the original text in Greek, use with the [greek-literature] tag."
"the-stranger","9","For questions about L'Etranger, the novel by Albert Camus originally written in French and usually translated as either The Outsider or The Stranger. Use in conjunction with [albert-camus]."
"fahrenheit-451","9","For questions about Ray Bradbury's dystopian, science-fiction novel, Fahrenheit 451. Use in conjunction with [ray-bradbury]."
"fairy-tales","9","For questions about traditional fairy tales and their effects on literary works."
"william-butler-yeats","9","For questions about the works of William Butler Yeats and his life as a writer."
"jack-of-newbury","9","Questions related to the Elizabethan novel ""Jack of Newbury"" (1597) by Thomas Deloney. Use this tag with the tag [thomas-deloney]."
"victor-hugo","8","Questions about the works of French poet, novelist and dramatist Victor Hugo (1802 - 1885) and his life as a writer. Use this tag with [french-literature]."
"gullivers-travels","8","For questions about Gulliver's Travels, the satirical novel by Jonathon Swift. Use this tag with the [Jonathan-Swift] tag. "
"anna-karenina","8","For questions about Anna Karenina, the novel by Leo Tolstoy. Use in conjunction with the [leo-tolstoy] and [russian-literature] tags."
"charlotte-bronte","8","For questions about the 19th-century English author Charlotte Brontë or about any of her literary works, most famously the novel Jane Eyre."
"awards","8","Questions regarding literary awards."
"american-gods","8","For questions about the novel, or the way it relates to its adaptations. Use with the [neil-gaiman] tag."
"the-witcher","8","For questions about the series of fantasy novels, and the franchise of comics, as it relates to Literature defined in the Help Center. Use with [andrzej-sapkowski], [polish-literature], and [comics], as appropriate. Note that questions about the games and TV series inspired by it are considered off-topic in this site."
"andrzej-sapkowski","8","For questions about the life and works of the Polish author Andrzej Sapkowski, which include The Witcher series, and the Hussite trilogy. Use with the appropriate title tags, and the [polish-literature] tag."
"george-bernard-shaw","8","For questions regarding the life and works of the playwright George Bernard Shaw."
"jane-eyre","8","""Jane Eyre"" is a novel by the British author Charlotte Brontë. Use this tag with the [charlotte-bronte] tag."
"dante-alighieri","8","Questions about the Italian poet Dante Alighieri (c. 1265 – 1321) and his works. In addition to the 'Divine Comedy', Dante also wrote 'La Vita Nuova' (""The New Life""), the Latin treatise 'De vulgari eloquentia' (""On the Eloquence of Vernacular"") and several other works. Questions regarding his works should include the tag [italian-literature] or [latin-literature] depending on the work."
"the-winters-tale","8","For questions about the play The Winter's Tale by William Shakespeare, often considered as one of the ""problem plays"" (hard to classify as comedy or tragedy) because its first and second halves are so different in tone. Use this tag with the [william-shakespeare] tag."
"mystery-novels","8","Questions about a type of novels that typically involves a mysterious death or a crime to be solved, a closed circle of suspects (each with a credible motive) and a detective who solves the crime. Use this tag for general questions about the genre, NOT for any question involving a mystery novel."
"time-travel","8","Questions about time travel, i.e. the movement between various points in time, which may involve the use of a time machine."
"nursery-rhyme","8","For questions about nursery rhymes, traditional poems or songs for children."
"nobel-prize","8","For questions regarding the Nobel Prize in Literature."
"the-importance-of-being-earnest","8","Questions related to the 1895 play The Importance of Being Earnest by Oscar Wilde. Use this tag with the [oscar-wilde] tag."
"aldous-huxley","8","Questions related to the English writer Aldous Huxley (1894 – 1963) and his work, which includes novels such as Brave New World and Eyeless in Gaza, non-fiction works such as The Doors of Perception, and short stories, poetry and essays."
"english-renaissance-theater","8","Questions related to the theater in England between the early 1560s and 1642 (the closing of the theaters ordered by the Long Parliament). This covers theatrical works written during the reigns of Elizabeth I (Tudor), James I and Charles I (Stuart). Notable dramatists in this period include William Shakespeare, Christopher Marlowe, Ben Jonson and Thomas Middleton."
"narrator","7","Questions related to the concept of ""narrator"" in literature, i.e. the ""voice"" that appears to speak or tell a story. The narrator can usually not simply be equated with the author. There are various types of narrators, e.g. the omniscient narrator and the unreliable narrator."
"songs-of-innocence","7","Questions related to William Blake's 1789 collection of poems Songs of Innocence, which was later expanded and published as Songs of Innocence and of Experience (1794). Use this tag with the [william-blake] tag."
"folk-tales","7","Questions about folktales or folk tales, i.e. stories that have been orally passed down from generation to generation. For myths and legends, use the [myths] tag."
"johann-wolfgang-von-goethe","7","Questions about the German writer and statesman Johann Wolfgang von Goethe (1749 – 1832) and his works. He achieved early fame with his epistolary novel 'Die Leiden des jungen Werthers' ('The Sorrows of Young Werther', 1774); other works include the Bildungsroman 'Wilhelm Meisters Lehrjahre' (1795/96), the play 'Faust' (part one, 1808; part two, 1832) and the collection of poems 'West-östlicher Divan' (1819, 1827)."
"persuasion","7","Questions related to Jane Austen's 1817 novel ""Persuasion"". Use this tag with the [jane-austen] tag.
"
"julius-caesar","7","Questions related to William Shakespeare's tragedy Julius Caesar, which was probably written in 1599.  Use this tag in conjunction with [william-shakespeare]."
"i-am-a-cat","7","From questions about ""I Am a Cat"" (吾輩は猫である), a collection of episodes from the life of a cat in early 20th century Japan, written by Natsume Sōseki. Use with the [natsume-soseki] and [japanese-literature] tags."
"good-omens","7","For questions about ""Good Omens: The Nice and Accurate Prophecies of Agness Nutter, Witch"", the novel written by Terry Pratchett and Neil Gaiman. Use with respective author tags."
"franz-kafka","7","Questions about the German-language author Franz Kafka and his works, which include 'Die Verwandlung' ('The Metamorphosis') and 'Der Process' ('The Trial'). Use this tag with the [german-literature] tag."
