tagName,Count,Excerpt
"riemannian-geometry","5344","For questions about Riemann geometry, which is a branch of differential geometry dealing with Riemannian manifolds."
"arithmetic","5262","Questions on basic arithmetic involving numerical quantities only. Questions involving variable values (other than the result of the operation) should be placed under the (algebra-precalculus) tag.  Questions about number theory (sometimes called ""arithmetic"") should not use this tag and should instead use (number-theory) or (elementary-number-theory)."
"partial-derivative","5219","For questions regarding partial derivatives. The partial derivative of a function of several variables is the derivative of the function with respect to one of those variables, with all others held constant."
"determinant","5200","Questions about determinants: their computation or their theory. If $E$ is a vector space of dimension $d$, then we can compute the determinant of a $d$-uple $(v_1,\ldots,v_d)$ with respect to a basis."
"dynamical-systems","5164","In dynamical systems, the motion of a particle in some geometric space, governed by some time dependent rules, is studied. The process can be discrete (where the particle jumps from point to point) or continuous (where the particle follows a trajectory). Dynamical systems is used in mathematical models of diverse fields such as classical mechanics, economics, traffic modelling, population dynamics, and biological feedback. "
"divisibility","4995","This tag is for questions about divisibility, that is, determining when one thing is a multiple of another thing."
"analytic-geometry","4981","Questions on the use of algebraic techniques for proving geometric facts. Analytic Geometry is a branch of algebra that is used to model geometric objects - points, (straight) lines, and circles being the most basic of these. It is concerned with defining and representing geometrical shapes in a numerical way."
"triangles","4973","For questions about properties and applications of triangles."
"roots","4923","Questions about the set of values at which a given function evaluates to zero. For questions about ""square roots"", ""cube roots"" and such, consider using the (radicals) and the (arithmetic) tag. For questions about roots of Lie algebras, use the (lie-algebra) tag instead. 
"
"vector-analysis","4873","Questions related to understanding line integrals, vector fields, surface integrals, the theorems of Gauss, Green and Stokes. Some related tags are (multivariable-calculus) and (differential-geometry)."
"norm","4839","This tag is for the questions relating to the norm which is a function on a vector space $X$ that generalizes notion of length of vector in general vector spaces. A vector space $~X~$ with a distinguished norm is called a normed space."
"banach-spaces","4802","A Banach space is a complete normed vector space: A vector space equipped with a norm such that every Cauchy sequence converges."
"circles","4802","For questions concerning circles. A circle is the locus of points in a plane that are at a fixed distance from a fixed point."
"lie-algebras","4778","For questions about Lie algebras, an algebraic structure whose main use is in studying geometric objects such as Lie groups and differentiable manifolds."
"compactness","4694","The compactness tag is for questions about compactness and its many variants (e.g. sequential compactness, countable compactness) as well locally compact spaces; compactifications (e.g. one-point, Stone-Čech) and other topics closely related to compactness. This includes logical compactness."
"physics","4607","Questions on the mathematics required to solve problems in physics. For questions from the field of mathematical physics use (mathematical-physics) tags instead."
"ideals","4513","An ideal is a subset of ring such that it is possible to make a quotient ring with respect to this subset.

This is the most frequent use of the name ideal, but it is used in other areas of mathematics too:
ideals in set theory and order theory (which are closely related), ideals in semigroups, ideals in Lie algebras."
"computer-science","4451","All mathematical questions about computer science, including theoretical computer science, formal methods, verification, and artificial intelligence. For questions about Turing computability, please use the (computability) tag instead. For numerical analysis, use the (numerical-methods) tag. For questions from scientific computing, use (computational-mathematics)."
"fourier-series","4430","A Fourier series is a decomposition of a periodic function as a linear combination of sines and cosines, or complex exponentials."
"diophantine-equations","4363","Use for questions about finding integer or rational solutions to polynomial equations."
"markov-chains","4352","Stochastic processes (with either discrete or continuous time dependence) on a discrete (finite or countably infinite) state space in which the distribution of the next state depends only on the current state. For Markov processes on continuous state spaces please use (markov-process) instead."
"indefinite-integrals","4183","Question about finding the primitives of a given function, whether or not elementary."
"propositional-calculus","4154","Appropriate for questions about truth tables, conjunctive and disjunctive normal forms, negation, and implication of unquantified propositions. Also for general questions about the propositional calculus itself, including its semantics and proof theory. Questions about other kinds of logic should use a different tag, such as (logic), (predicate-logic), or (first-order-logic)."
"finite-fields","4152","Finite fields are fields (number systems with addition, subtraction, multiplication, and division) with only finitely many elements. They arise in abstract algebra, number theory, and cryptography.
The order of a finite field is always a prime power, and for each prime power $q$ there is a single isomorphism type. It is usually denoted by $\mathbb{F}_q$ or $\operatorname{GF}(q)$. "
"examples-counterexamples","4116","To be used for questions whose central topic is a request for examples where a mathematical property holds, or counterexamples where it does not hold. This tag should be used in conjunction with another tag to clearly specify the subject."
"quadratics","4076","Questions about quadratic functions and equations, second degree polynomials usually in the forms $y=ax^2+bx+c$, $y=a(x-b)^2+c$ or $y=a(x+b)(x+c)$."
"graphing-functions","4015","For questions regarding the plotting or graphing of functions. For questions about the kinds of graphs with vertices and edges, use the (graph-theory) tag instead. "
"sobolev-spaces","3938","For questions about or related to Sobolev spaces, which are function spaces equipped with a norm combining norms of a function and its derivatives."
"stochastic-calculus","3938","Stochastic calculus is a branch of mathematics that operates on stochastic processes. It allows a consistent theory of integration to be defined for integrals of stochastic processes with respect to stochastic processes. It is used to model systems that behave randomly."
"lp-spaces","3931","For questions about $L^p$ spaces, that is, given a measure space $(X,\mathcal F,\mu)$, the vector space of equivalence class of measurable functions with $p$-th power of the absolute value integrable. Question can be about properties of elements of these spaces, or when the ambient space on a problem is a $L^p$ space. "
"linear-programming","3873","Questions on linear programming, the optimization of a linear function subject to linear constraints."
"homology-cohomology","3870","Use this tag if your question involves some type of (co)homology, including (but not limited to) simplicial, singular or group (co)homology. Consider the tag (homological-algebra) for more abstract aspects of (co)homology theory."
"recreational-mathematics","3832","Mathematics done just for fun, often disjoint from typical school mathematics curriculum. Also see the [puzzle] and [contest-math] tags.  "
"expectation","3790","For questions about the expectation of a random variable: computations, upper/lower bounds, etc."
"homological-algebra","3765","Homological algebra studies homology and cohomology groups in a general algebraic setting, that of chains of vector spaces or modules with composable maps which compose to zero. These groups furnish useful invariants of the original chains."
"relations","3756","For questions concerning partial orders, equivalence relations, properties of relations (transitive, symmetric, etc), a composition of relations, or anything else concerning a relation on a set. "
"smooth-manifolds","3737","For questions about smooth manifolds, a topological manifold with a maximal smooth atlas."
"extension-field","3699","Use this tag for questions about extension fields in abstract algebra. An extension field of a field K is just a field containing K as subfield, but interesting questions arise with them. 

Use this topic for dimension of extension fields, algebraic closure, algebraic/transcendental extensions, normal/separable
 extensions...


This tag often goes along with the abstract-algebra and/or field-theory tags."
"special-functions","3698","This tag is for questions on special functions, useful functions that frequently appear in pure and applied mathematics (usually not including ""elementary"" functions)."
"normed-spaces","3657","A vector space $E$, generally over the field $\mathbb R$ or $\mathbb C$ with a map $\lVert \cdot\rVert\colon E\to \mathbb R_+$ satisfying some conditions."
"first-order-logic","3651","For questions about formal deduction of first-order logic formula or metamathematical properties of first-order logic."
"self-learning","3610","The process of studying mathematics without formal instruction. Don't use this tag just because you were self-studying when you came across the mathematical question you're asking; it is only for when the fact that you're self-studying is what your question is about."
"conic-sections","3575","For questions about circles, ellipses, hyperbolas, and parabolas. These curves are the result of intersecting a cone with a plane. "
"inner-product-space","3522","An inner product space is a vector space equipped with an inner product. The inner product is a generalization of the “dot” product often used in vector calculus. "
"inverse","3520","Inverses include: multiplicative inverse of a number (reciprocal), inverse function, matrix inverse, etc. A  subject tag such as (linear-algebra), (algebra-precalculus) or (arithmetic) should be added to clarify in which sense ""inverse"" is used.  This tag should never be the only tag on a question."
"exponentiation","3443","Questions about exponentiation, the operation of raising a base $b$ to an exponent $a$ to give $b^a$."
"uniform-convergence","3422","For sequences of functions, uniform convergence is a mode of convergence stronger than pointwise convergence, preserving certain properties such as continuity. This tag should be used with the tag [convergence]."
"approximation","3420","For questions that involve concrete approximations, such as finding an approximate value of a number with some precision. For questions that belong to the mathematical area of Approximation Theory, use (approximation-theory).  "
"laplace-transform","3338","The Laplace transform is a widely used integral transform (transformation of functions by integrals), similar to the Fourier transform."
"generating-functions","3336","Generating functions are formed by making a series $\sum_{n\geq 0} a_n x^n$ out of a sequence $a_n$. They are used to count objects in enumerative combinatorics."
"matrix-equations","3213","This tag is for questions related to equations, with matrices as coefficients and unknowns. A matrix equation is an equation in which a variable stands for a matrix ."
"real-numbers","3185","For questions about $\mathbb{R}$, the field of real numbers. Often used in conjunction with the real-analysis tag."
"brownian-motion","3183","Questions related to Brownian motion, a continuous stochastic process denoted by $W_t$, $t\geq 0$, with independent increments, such that $W(t)-W(s)$ is normally distributed, with $0$ mean and variance $t-s$. "
"tensor-products","3176","For questions about tensor products, which allow us to build ""linear"" objects from ""multilinear"" ones. Add other specific tags to indicate the subject you're referring to."
"predicate-logic","3173","Questions concerning predicate calculus, i.e. the logic of quantifiers. "
"intuition","3172","Mathematical intuition is the instinctive impression regarding mathematical ideas which originate naturally without regard to formal mathematical proofs. It may or may not stem from a cognitive rational process."
"homotopy-theory","3162","Two functions are homotopic, if one of them can by continuously deformed to another. This gives rise to an equivalence relation. A group called a homotopy group can be obtained from the equivalence classes. The simplest homotopy group is the fundamental group. Homotopy groups are important invariants in algebraic topology."
"problem-solving","3158","Use this tag when you want to determine the thinking that is needed to solve a certain type of problem, as opposed to looking for a specific answer to a question."
"order-theory","3104","Order theory deals with properties of orders, usually partial orders or quasi orders but not only those. Questions about properties of orders, general or particular, may fit into this category, as well as questions about properties of subsets and elements of an ordered set.  Order theory is not about the order of a group nor the order of an element of a group or other algebraic structures.
"
"mathematical-physics","3018","DO NOT USE THIS TAG for elementary physical questions. This tag is intended for questions on modern mathematical methods used in quantum theory, general relativity, string theory, integrable system etc at an advanced undergraduate or graduate level. "
"functional-equations","2969","The term ""functional equation"" is used for problems where the goal is to find all functions satisfying the given equation and possibly other conditions. Solving the equation means finding all functions satisfying the equation. For basic questions about functions use more suitable tags like (functions) or (elementary-set-theory)."
"fourier-transform","2964","The Fourier transform is important in mathematics, engineering, and the physical sciences. It is a tool that breaks a waveform (a function or signal) into an alternate representation, characterized by sine and cosines. The Fourier Transform shows that any waveform can be re-written as the sum of sinusoidal functions.

It is named after  French mathematician  Joseph Fourier."
"radicals","2951","For questions involving radical of numbers or radical of expressions (i.e. numbers/expressions raised to the power of a fraction)."
"contour-integration","2949","Questions on the evaluation of integrals along a locus in the complex plane."
"statistical-inference","2941","The area of statistics that focuses on taking information from samples of a population, in order to derive information on the entire population."
"analytic-number-theory","2911","Questions on the use of the methods of real/complex analysis in the study of number theory."
"abelian-groups","2860","A group $(G,*)$ is said to be abelian if $a*b=b*a$ for all $a,b\in G.$ Should be used with the (group-theory) tag. "
"factorial","2857","Questions on the factorial function, $n!=n\cdot(n-1)\cdot...\cdot1$. Consider using the tag (gamma-function) if dealing with noninteger arguments."
"model-theory","2854","Model theory is the study of (classes of) mathematical structures (e.g. groups, fields, graphs, universes of set theory) using tools from mathematical logic.
Objects of study in model theory are models for formal languages which are structures that give meaning to the sentences of these formal languages. Not to be confused with mathematical modeling."
"conditional-probability","2845","In probability, conditional probability is the probability that an event occurs given another (conditioning) event occurred. "
"expected-value","2838","Questions about the expected value of a random variable."
"matlab","2813","For mathematical questions about MATLAB; questions purely about the language, syntax, or runtime errors would likely be better received on Stack Overflow. MATLAB is a high-level language and interactive programming environment for numerical computation and visualization developed by MathWorks. 
"
"conditional-expectation","2797","For every question related to the concept of conditional expectation of a random variable with respect to a $\sigma$-algebra. It should be used with the tag (probability-theory) or (probability), and other ones if needed. "
"cardinals","2796","This tag is for questions about cardinals and related topics such as cardinal arithmetics, regular cardinals and cofinality. Do not confuse with [large-cardinals] which is a technical concept about strong axioms of infinity."
"closed-form","2761","A ""closed form expression"" is any representation of a mathematical expression in terms of ""known"" functions, ""known"" usually being replaced with ""elementary""."
"education","2752","For math questions related to the teaching and learning of mathematics. Note that Mathematics Educators Stack Exchange may be a better home for narrowly scoped questions on specific issues in mathematics education."
"factoring","2749","For questions about finding factors of e.g. integers or polynomials"
"3d","2726","For things related to 3 dimensions. For geometry of 3-dimensional solids, please use instead (solid-geometry). For non-planar geometry, but otherwise agnostic of dimensions, perhaps (euclidean-geometry) or (analytic-geometry) should also be considered. "
