tagName,Count,Excerpt
"halting-problem","307","Questions concerning the Halting problem which is to decide whether a given a program halts on a given input."
"correctness-proof","300","Questions that ask for or about correctness proofs of algorithms."
"functional-programming","300","Functional programming is a programming paradigm which primarily uses functions as means for building abstractions and expressing computations that comprise a computer program."
"polynomial-time","297","Use for algorithms, algorithm-analysis and complexity-theory questions that aim for polynomial running time resp. time complexity. Such questions often are are reference-requests or about runtime-analysis or time-complexity."
"nondeterminism","293","Questions about automata, formal grammars or other computation-models that specifically relate to the use of nondeterminism. Not to be confused with randomness or ambiguity!"
"greedy-algorithms","290","Questions about algorithms that make at each step the locally optimal choice."
"search-trees","284","Questions about search trees, a class of data structures used for storing sorted data for efficient access."
"computer-networks","276","Questions about problems that arise when you connect multiple computers to form a network."
"parallel-computing","273","Questions about algorithms or programs that compute on multiple processing units simultaneously. Not to be confused with concurrent or distributed computing!"
"landau-notation","258","Questions about asymptotic notations such as Big-O, Omega, etc."
"computer-vision","257","Questions about algorithms for processing and analyzing images and videos."
"information-theory","254","Questions about Information theory, entropy, and information content of various sources"
"efficiency","252","Using as few resources (e.g. time, space) as possible while solving a problem. Use this tag if your question is specifically about resource usage, not for generic algorithm questions that happen to mention running times."
"weighted-graphs","248","Questions about graphs in which every edge is associated with a weight."
"concurrency","247","Questiont about issues of concurrency such as synchronization and deadlocks."
"hash","245","Mathematical function that maps arbitrarily-sized data to fixed-size integers, often used as keys in hash tables or to help ensure data integrity"
"image-processing","244",""
"arithmetic","239","Questions about implementing elementary arithmetic operations on a computer with hardware or algorithms. The numbers are often assumed to be in a binary representation, add the [floating-point] tag for arithmetic operations on numbers in a floating point representation."
"memory-management","239",""
"network-flow","238","Network flows are used to model concepts like traffic or water pipe systems. The basic idea is to move as many units of flow from source to sink nodes via edges with limited capacity."
"quantum-computing","228","A computation model which relies on quantum-mechanic phenomena, such as entanglement and superposition. This generalizes the probabilistic model of computation."
"scheduling","221","Questions about the optimisation problem of ordering a set of tasks so that some objective function (e.g. makespan) is minimised. The set of constraints is crucial; in particular, there is a large body of research covering online variants.  Use the process-scheduling tag for questions specifically about scheduling in operating systems."
"cpu-cache","218","A fast memory limited in space close to the CPU. A cache is designed to reduce the average time to access memory."
"circuits","214","A computation model in which the computation is described via circuits of various logic gates."
"cryptography","213","Questions about the construction and analysis of protocols and algorithms for secure computation and communication (including authentication, integrity, and privacy aspects)."
"number-theory","209","number theory is the branch of mathematics concerning the mathematical properties of numbers  and the relationships between various types of numbers. This tag should be used with questions regarding computer science topics which are presented from a number theory perspective or may involve number theory or whose answer could be or should be couched in number theory terms."
"database-theory","209","the analytic study of ways in which information is efficiently and effectively stored to and retrieved from computer systems. "
"knapsack-problems","208","A problem in combinatorial optimization. Given a set of items with both weight and value, determine the number of each item to include in a collection so that the total weight is at most a given limit and the value of the collection is maximized."
"hash-tables","204","A finite map data structure that addresses stored values using a function that maps many values to few addresses."
"matrices","203","For questions about construction and modification of matrices, objects represented by 2-dimensional arrays that are used to define linear operators within linear algebra."
"data-compression","203",""
"boolean-algebra","201",""
"randomness","200","Randomness is a way to mathematically model uncertainty. We often assume to have access to some well-defined source of random numbers, or that input values or events follow some probability distribution."
"heuristics","200","Questions about algorithmic strategies that quickly solve a problem well most of the time, but give no guarantees."
"lower-bounds","198",""
"heaps","198",""
"integer-programming","190",""
"linear-algebra","190",""
"p-vs-np","190",""
"floating-point","186","Approximate representation of numbers as a fixed number of digits multiplied by a logarithmic scale."
"traveling-salesman","181","The Traveling Salesman Problem and variants"
"semi-decidability","178","Questions about which problems are semi-decidable, also known as recognizable or recursively enumerable."
"cpu","178",""
"first-order-logic","177","First-order logic is a formal logical system used in mathematics, philosophy, linguistics, and computer science."
"databases","175",""
"coding-theory","173","The study of data representations that enable error detection, error correction and/or compression."
"natural-language-processing","169","Natural language processing (NLP)"
"permutations","168",""
"semantics","165","Semantics formally describe the meaning of some syntax."
"minimum-spanning-tree","158","Use this tag whenever your question is related to minimum spanning tree (MST). An MST of a connected edge-weighted graph G is a spanning tree whose sum of edge weights is as small as possible. We usually assume $G$ is finite, simple and undirected."
"probabilistic-algorithms","158","Questions about (typically randomized) algorithms that can produce no or an incorrect answer with a certain probability."
"loops","156","loops with relevance to computer programming are a sequence of instructions that is continually repeated until a certain condition is reached or a condition wasn't met. "
"matching","156","A matching (aka **Independent Edge Set**) in a simple graph is the set of pairwise non-adjacent edges i.e. no two edges have common vertex. "
"notation","154","Use this tag whenever you have a question about what some particular symbol/notation means."
"simulation","154","Questions about simulating one model in another. This includes simulating reality in any model, or simulating a machine model with Turing machines."
"counting","150","The term Counting in Computer Science is usually used to refer to counting objects in certain arrangements or with certain properties."
"turing-completeness","150",""
"memory-hardware","149",""
"propositional-logic","146",""
"enumeration","138","This tag covers algorithms that enumerate some set, whether finite or infinite. Do not use it for questions about computability classes, such as recursively enumerable (RE) sets; use tags [computability] and [semi-decidability] for these."
"master-theorem","134","Questions on the Master theorem, a method for obtaining asymptotic bounds on recurrences of a specific form."
"classification","133",""
"memory-access","132",""
"integers","128","Questions about properties of, working with and algorithms on integers."
"data-mining","127","Using the techniques of artificial intelligence and machine learning to extract patterns from large data sets and transforming those data into a useful, organized form for future processing."
"induction","127","Questions about mathematical induction and inductive proofs."
"genetic-algorithms","126","Questions on genetic algorithms, a family of evolutionary search heuristics. Genetic Algorithms are adaptive heuristic search algorithms based on the evolutionary ideas of natural selection and generics. "
"formal-methods","125","a particular kind of mathematically-based technique for the specification, development and verification of software and hardware systems."
"process-scheduling","124","Questions about how operating systems decide which process to execute at which time."
"virtual-memory","124","Questions about techniques for providing the appearance of an isolated, contiguous address space to each process.  The size of the address spaces may be made to appear larger than the size of main memory by moving pages or segments between main memory and a larger backing store."
"bipartite-matching","124",""
"balanced-search-trees","123",""
"quicksort","122",""
"education","121","General questions regarding learning computer science disciplines and CS education"
"mathematical-programming","120","Using a computer to implement mathematics. For questions about (mathematical) optimization, (also) use the optimization tag."
"big-o-notation","119","Big O Notation is an informal name of the ""O(x)"" notation used to describe asymptotic behaviour of functions. It is a special case of Landau notation."
"graphics","119",""
"search-problem","118","A class of computational problems. Where decision problems call for a yes-or-no answer, search problems are looking for an object satisfying a certain property."
"history","117","Questions about genesis and development of computer science as a scientific discipline and its applications."
"hashing","117",""
"numerical-algorithms","116","Questions related to algorithms that use numerical approximations for the problems of mathematical analysis."
"spanning-trees","115","The spanning tree of a connected undirected graph G is a tree having all the vertices and some number of edges of G."
"game-theory","115","Theory of dynamic processes with several competing actors that try to achieve some goal in a strategic way."
"encoding-scheme","114",""
"3-sat","113","3SAT is a famous special case of the boolean satisfiability problem (SAT)."
"oracle-machines","112",""
"performance","111",""
"partitions","111","A partition or partitioning of a set A is a collection of disjoint sets whose union yields A."
"statistics","109",""
"amortized-analysis","108","A method in analysis of algorithms that considers the overall cost of a sequence of operations."
"binary-search","104","Questions about the binary search algorithm, which can be used to find elements of an ordered list in O(log n) time."
"pattern-recognition","103",""
"synchronization","103","Questions about techniques for enforcing an agreed order of events between several concurrently executing threads.  Specific synchronization mechanisms include mutexes (locks), condition variables, semaphores and monitors."
"substrings","103","Questions about algorithms related to substrings, or about properties of substrings."
"pseudo-random-generators","103","Questions about algorithms that deterministically generate sequences of numbers that have stochastic properties of random sequences."
"software-verification","103","Questions about methods and techniques to prove correctness of programs."
"python","102","Programming questions are off-topic here. Do not ask questions about how to write code in Python. However, conceptual questions about computer science are more appropriate. See our help center for the scope of this site. "
"divide-and-conquer","102",""
"constraint-satisfaction","100",""
"binary-search-trees","100",""
"error-correcting-codes","98","Error correcting codes are used to transmit information through a noisy channel. They also have applications in theoretical computer science and combinatorics. Some well known error correcting codes are Hamming codes, Reed–Solomon codes, and Reed–Muller codes."
"mathematical-foundations","97","Questions about the relation of (subfields of) computer science to the relevant mathematical foundations and their application."
"kolmogorov-complexity","96","The Kolmogorov complexity of a string s is equal to the length of the shortest program computing s and halting. Measures the lack of structure in a string."
"ambiguity","95","Questions about ambiguity in context-free grammars."
"dag","95","For questions about the usage and manipulation of Directed Acyclic Graphs (DAG)."
"set-cover","94",""
"polynomials","92",""
"colorings","92","Questions on graph coloring, an assignment of colors to elements of a graph subject to specific constraints."
"mathematical-analysis","92","Questions related to mathematical analysis (often called analysis by mathematicians)"
"security","91","Questions about matters of computer, software and communication security, that is how to protect systems against attacks."
"clustering","91","Clustering is the problem of finding groups of data points (often modelled as nodes in a graph) that are closer to each other than to other points."
"software-engineering","91","Research on methods and techniques to ensure the utility and quality of software systems through design and development processes."
"sampling","91","Creating samples from a well-specified population using a probabilistic method and/or producing random numbers from a specified distribution."
"dependent-types","91","An overlapping feature of type theory and type systems."
"communication-protocols","91",""
"entropy","90",""
"type-checking","90","verifying that a variable, expression or value has the declared type"
"model-checking","89","Model checking refers to the following problem: given a model of a system, test automatically whether this model meets a given specification."
"cpu-pipelines","87",""
"threads","86",""
"primes","86",""
"category-theory","86","Category theory is used to formalize mathematics and its concepts as a collection of objects and arrows (also called morphisms). Category theory can be used to formalize concepts of other high-level abstractions such as set theory, ring theory, and group theory. (By Steve Awodey)"
"assignment-problem","85","For questions about the assignment problem in combinatorial optimization, NOT for problems that you've been set as a homework assignment."
"modelling","82","Questions on how to represent real-world or non computer science problems with computer science tools."
"subsequences","82","Questions about algorithms related to subsequences, or about properties of subsequences."
"sat-solvers","81","Questions regarding solver programs for the boolean satisfiability problem."
"stacks","81","A stack is a Last In First Out (LIFO) data structure. A common use of stacks is to store subroutine arguments and return addresses. "
"normal-forms","80","Questions about normal forms in various contexts, for example normal forms of context-free grammars (Chomsky normal form, Greibach normal form), of formulas (conjunctive normal form, disjunctive normal form), and others."
"intervals","79",""
"numerical-analysis","79",""
"java","78","Programming questions are off-topic here. Do not ask questions about how to write code in Java. However, conceptual questions about computer science are more appropriate. See our help center for the scope of this site."
"number-formats","78","For questions about method for storing and manipulating numbers on computer systems, such as floating point or binary representations."
"binary","77","For questions about representing numbers in base 2 or performing arithmetic on them."
"clique","77","A clique is a subset of the vertices of a graph such that every pair of vertices in the subset is connected by an edge. "
"digital-circuits","77","Digital circuits use logic gates as the basic building block. A logic gate performs a logical operation on binary inputs and produces a single binary output. The Primary Logical operations are AND (conjunction), OR (disjunction) and NOT (negation)."
"paging","77","Questions about memory-management techniques where the computer manages and transfers data between main memory and secondary storage in pages -- discrete chunks of a fixed size.  Operating systems often use paging to implement virtual memory."
"context-sensitive","77",""
"type-inference","76",""
"relational-algebra","76","the study of relations (i.e., database tables) and relational operators (join, selection, projection, etc.) as a kind of algebraic structure."
"searching","74",""
"linked-lists","74",""
"hoare-logic","74","Questions about Hoare's logical framework for program correctness proofs and variants."
"loop-invariants","74","Properties that hold before and after every execution of a loop. Used to prove correctness of algorithms."
"proof-assistants","73","Applications that allow to create formal proofs. They assist the user by finding partial and checking complete proofs. "
"linear-temporal-logic","73","LTL (linear temporal logic or linear-time temporal logic) is a temporal logic that can encode assertions about the future of traces."
"books","73","Requests for books covering a subject.  Questions need to admit objective answers and identify a clear set of requirements or criteria for evaluating answers."
"algorithm-design","71","Questions related to general, high level, techniques for the design of algorithms."
"object-oriented","71","Questions about the principles of the object-oriented programming paradigm."
"hamiltonian-path","71","Questions on Hamiltonian paths, that is, paths that visit each vertex exactly once in a graph."
"board-games","71","Scientific analysis of board games, playing strategies and their complexity"
"lists","70",""
"graph-isomorphism","69",""
"reinforcement-learning","69",""
"program-optimization","69","Questions about how to optimise a program's performance, both manually and automatically, e.g. in compilers."
"deadlocks","69","In OS, a deadlock is where two or more processes are waiting indefinitely for an event that can be caused by one of the waiting processes. Deadlock is a common problem in distributed systems, parallel computing & multiprocessing systems."
"check-my-answer","65","Questions asking us to check whether your solution is correct are considered off-topic (per http://meta.cs.stackexchange.com/questions/597/) and should not be posted on this site."
"learning-theory","65","Questions about the design and analysis of machine learning algorithms."
"modular-arithmetic","65",""
"multiplication","64",""
"average-case","64",""
"constraint-programming","63",""
"encryption","63","a transformation of information to make it unreadable to outside observers"
"cellular-automata","62","A computational model composed of a grid of stateful cells and a set of rules describing when to change a cell's state."
"subset-sum","62",""
"huffman-coding","61",""
"factoring","61",""
"church-turing-thesis","61","For questions about the interpretation, extension and validity of the Church-Turing thesis, the  hypothesis that states that a function is effectively calculable by a human if and only if the function is computable (on a Turing machine)"
"priority-queues","58",""
"bit-manipulation","58",""
"language-design","57",""
"memory-allocation","57",""
"os-kernel","57","Questions about the fundamental component of an operating system, which manages the allocation of resources to applications."
"automated-theorem-proving","57","Machine-checked, machine-generated or machine-verified proofs"
"online-algorithms","57","Questions about algorithms that receive the input piecewise and have to make decisions, that is produce output, before having seen the whole input."
"nearest-neighbour","56","The point from the dataset that is closest to the query point."
"packing","56","Packing problems are a class of optimization problems in which one has to pack objects together as densely as possible. One could be for example packing rectangles inside a rectangle."
"string-metrics","56","Questions about different distance metrics on strings."
"markov-chains","56",""
"random-number-generator","56",""
"research","56",""
"backtracking","56",""
"coq","55","Coq is an interactive theorem prover based on the Calculus of Inductive Constructions."
"selection-problem","54",""
"consensus","54","A fundamental problem in distributed computing and multi-agent systems is to achieve overall system reliability in the presence of a number of faulty processes. use this tag for consensus kind of problem."
"term-rewriting","53","Term rewriting is a general model of computation that investigates a wide range of (potentially non-deterministic) methods of replacing subterms of syntactic expression, more precisely an element of a term-algebra (over some set of variables) with other terms. "
"primitive-recursion","53",""
"edit-distance","52","The edit distance (also: Levenshtein distance) between two strings measures the number of insertions and deletions it takes to convert one string to another."
"applied-theory","52","Theoretical results and techniques applied in practical settings."
"rice-theorem","51","Rice's Theorem states that any (non-trivial) property of Turing machines is undecidable."
"c","50","Programming questions are off-topic here.  Do not ask questions about how to write code in C.  However, conceptual questions about computer science are more appropriate.  See our help center for the scope of this site."
"parameterized-complexity","50","Computational complexity with respect to one or more parameters of the input (apart from its plain length as a string), which capture intrinsically difficult instances"
"information-retrieval","50",""
"typing","50","type systems of programming languages"
"dictionaries","49",""
"partial-order","49",""
"mutual-exclusion","49","Questions about the concurrency-control requirement of ensuring that no two processes are simultaneously in a critical section (a period when the process is accessing a shared resource).  Failing to achieve mutual exclusion leads to the problem of data races."
"filesystems","48","Questions about algorithms and data structures for storing, organizing, and naming data in durable storage systems."
"data-sets","47","Questions asking for real-life or benchmarking data sets."
"comparison","46",""
"mergesort","45",""
"routing","45",""
"storage","45",""
"knowledge-representation","45",""
"co-np","45","Question about the complexity class that is a complement of NP, i.e. decision problems where the ""no"" instances can be accepted by a nondeterministic Turing machine that runs in time polynomial in the length of the input."
"operational-semantics","44","Operational semantics is a category of formal programming language semantics in which certain desired properties of a program, such as correctness, safety or security, are verified by constructing proofs from logical statements about its execution and procedures, rather than by attaching mathematical meanings to its terms."
"parsing","43",""
"real-numbers","42",""
"monte-carlo","42",""
"combinatory-logic","42","For questions about logical systems defined via the application and term-rewriting of combinators. These systems often have a close connection to the lambda calculus."
"haskell","42","Haskell is a functional programming language featuring strong static typing, lazy evaluation, extensive parallelism and concurrency support, and unique abstraction capabilities."
"fourier-transform","41",""
"computer-algebra","40",""
"communication-complexity","40",""
"planar-graphs","40",""
"space-analysis","40",""
"matrix","40",""
"one-way-functions","40","One-way functions (OWF) are easy to compute, but hard to invert. They exists only if P$\ne$NP. Many cryptographic primitives are based on (or are implied by) the existence of one-way functions."
"intuition","40","Questions that ask for help building intuition for formal or complex concepts."
"chomsky-hierarchy","39","The Chomsky Hierarchy is the model proposed by Noam Chomsky in 1956 for classes of Formal Grammars. They refer to Type-0, Type-1, Type-2 and Type-3 grammars which refer to Unrestricted Grammars, Content Sensitive Grammars, Context Free Grammars and Regular Grammars."
"c++","39","Programming questions are off-topic here. Do not ask questions about how to write code in C++. However, conceptual questions about computer science are more appropriate. See our help center for the scope of this site. "
"polygons","39",""
"upper-bound","39",""
"minimum-cuts","39",""
"hamming-code","39",""
"left-recursion","39",""
"computer-games","39",""
"protocols","38",""
"kleene-star","38",""
"syntax","38",""
"union-find","38","Questions about the abstract data structure Union-Find (also called disjoint-set) and its realizations."
"streaming-algorithm","37","Streaming reads the data once, in sequence."
"string-matching","37","Use for generic string matching that may be exact substring matching (though then prefer the tag `exact-string-matching`), may be matching to a regular expression, or may be approximate matching (e.g. finding substrings within a given Levenshtein distance of a reference string)"
"multi-tasking","37","Questions about techniques for making multiple independent tasks (processes or threads) appear to execute concurrently, either by quickly context switching from one task to the next on a single processor, or by really executing the tasks in parallel on several processors."
"temporal-logic","37",""
"search","37",""
"unification","37",""
"word-combinatorics","37","Questions about combinatorics on languages of words, that is how many sequences of symbols with certain properties there are."
"xor","36",""
"equality","36",""
"syntax-trees","36",""
"euclidean-distance","36",""
"queues","36","A queue is a First In First Out (FIFO) data structure. Popular uses of queues include buffers and breadth-first graph traversal. "
"polynomial-time-reductions","35","Used in questions asking for efficient (polynomial-time) reductions between computational problems."
"lr-k","35","LR(k) is a common type of parser for context-free grammars"
"bloom-filters","35","Questions involving the probabilistic data structure Bloom filter which is used to test if a given item is in a data set."
"uncountability","35",""
"clocks","35",""
"radix-sort","35",""
"interpreters","34",""
"hidden-markov-models","34",""
"evolutionary-computing","34",""
"software-testing","34",""
"network-analysis","34",""
"2-sat","34",""
"computation-tree-logic","33",""
"ford-fulkerson","33",""
"inductive-datatypes","33",""
"abstract-data-types","33",""
"vc-dimension","33","The VC dimension (for Vapnik–Chervonenkis dimension) is a measure of the capacity (complexity, expressive power, richness, or flexibility) of a statistical classification algorithm, defined as the cardinality of the largest set of points that the algorithm can shatter."
"vertex-cover","33",""
"homotopy-type-theory","33","Homotopy Type Theory refers to a new interpretation of Martin-Löf’s system of intensional, constructive type theory into abstract homotopy theory."
"reference-question","32","Reserved -- shouldn't be used for most new questions.  Questions with a broad scope about general methods and concepts, such as proof methods, tools for algorithm analysis or basics of computer architecture.

This is not for questions asking for references, i.e. books or articles."
"interactive-proof-systems","32",""
"bioinformatics","32",""
"linear-bounded-automata","32",""
"cluster","32",""
"tiling","32",""
"gradient-descent","32",""
"convex-hull","32",""
"lexical-analysis","31",""
"error-estimation","31",""
"binary-arithmetic","31",""
"social-networks","31",""
"variable-binding","30",""
"decision-tree","30",""
"features","30","A feature is a property which can be used to describe objects in machine learning. Most of the time those are values in R^n, but not always."
"evaluation-strategies","29","Evaluation strategies (or reduction strategies) are rules on how to evaluate programs. Common strategy choices include call-by-value (applicative order) vs. call-by-name (normal order) and eager (strict) vs. lazy."
"descriptive-complexity","29","Classifies problems based on how hard it is to express the problem in some logical formalism."
"mips","29",""
"pseudocode","29",""
"adjacency-matrix","29",""
"pseudo-polynomial","29",""
"svm","29","Questions about Support Vector Machines. SVMs are supervised learning models used for classification and regression tasks."
"buchi-automata","29","Büchi automata are finite-state automata used to specify languages of infinite strings."
"avl-trees","29",""
"prolog","29","Prolog is the most commonly used logic programming language. It supports non-deterministic programming through backtracking and pattern matching through unification."
"programming-paradigms","28",""
"denotational-semantics","28",""
"network-topology","28",""
"relativization","28",""
"real-time","28",""
"curry-howard","28",""
"iteration","27",""
"machine-models","27",""
"group-theory","27",""
"branch-and-bound","27",""
"finite-sets","26",""
"program-correctness","26",""
"imperative-programming","26",""
"static-analysis","26",""
"polymorphisms","26",""
"base-conversion","26",""
"data-flow-analysis","26",""
"lattices","26","The theory of lattices, partially ordered sets all subsets of which have suprema and infima inside the set."
"code-generation","26","Questions about the parts of a compiler that select assembly instructions or machine code specific to a specific target computer architecture."
"smt-solvers","26","Solver programs for the Satisfiability Modulo Theories (SMT). The SMT problem is a decision problem for logical formulas with combinations of background theories expressed in classical first-order logic with equality."
"crc","25","CRC stands for a Cyclic Redundancy Check, a method to verify the integrity of information, and detect errors in storage and communication."
"transducers","25",""
"time-series-analysis","25",""
"logic-programming","25",""
"random-walks","25",""
"square-grid","25",""
"sparse-matrices","24",""
"petri-nets","24",""
"maximum-subarray","24",""
"numeral-representations","24",""
"resource-allocation","24",""
"bayesian-statistics","24",""
"dijkstras-algorithm","24",""
"assembly","24","Programming questions are off-topic here. Do not ask questions about how to write code in assembly. However, conceptual questions about how coding in assembly is different may be appropriate. See our help centre for the scope of this site. "
"signal-processing","23","For questions about processing data from sensors (e.g., audio and video data), and *not* handling operating system signals. Note that there is also a dedicated Signal Processing Stack Exchange, which may be a more appropriate venue."
"cache","23",""
"didactics","23","Didactic tools and methods particularly suitable for Computer Science education"
"max-flow","23",""
"perceptron","23",""
"coin-change","23",""
"fault-tolerance","23",""
"algebra","22",""
"memoization","22",""
"planning","22","A branch of artificial intelligence concerned with generating multi-part solutions to problems. Examples include game-playing AI, industrial automation, turn-by-turn directions"
"max-cut","21","Questions on the maximum cut problem, where one is given a graph and wants to find a subset of the vertex set such that number of edges between it and the complementary subset is as large as possible."
"heap-sort","21","A comparison-based sorting algorithm based on Binary Heap data structure, heapsort works by visualizing the given elements as a special kind of complete binary tree called a heap!"
"suffix-trees","21",""
"random-graphs","21",""
"big-data","21",""
"reasoning","20",""
"ordering","20",""
"b-tree","20",""
"check-my-proof","20","Questions which also contain a proof or a solution that needs to be checked for correctness and completeness."
"bipartite-graph","20",""
"physics","20","All issues relation physics and computation theory (excluding computational hardware or use of computers in physics). May include, for example, analog computing, reversible computing, physical analysis of computability (Church-Turing thesis)."
"process-algebras","20","Process algebras (also known as process calculi) are formal models of concurrency"
"busy-beaver","19","The Busy Beaver problem is about finding the sequence of n-state Turing Machines writing the most 1's on a tape."
"order-theory","19","Questions about orders and their usage within formal contexts. This includes questions about both specific orders and orders in general."
"graph-algorithms","19","Questions on algorithms that operate on graphs."
"persistent-data-structure","19","A persistent data structure is a data structure that is never modified in place, but by creating a new data structure."
"eulerian-paths","19","Questions related to Eulerian paths on graphs. A path is Eulerian if it visits each edge exactly once."
"ll-k","19",""
"garbage-collection","19",""
"topology","19",""
"neural-computing","19",""
"video","19",""
"rounding","18",""
"computational-linguistics","18",""
"hamiltonian-circuit","18",""
"termination","18",""
"connected","18",""
"voronoi-diagrams","18",""
"depth-first-search","18",""
"sudoku","18","Sudoku is a puzzle that requires filling a 3x3 grid of 3x3 sub-grids in a way that each column, row and sub-grid contains every digit from 1 to 9."
