tagName,Count,Excerpt
"measure-theory","2020","Questions about abstract measure and Lebesgue integral theory. Also concerns such properties as measurability of maps and sets."
"analytic-number-theory","1995","A beautiful blending of real/complex analysis with number theory. The study involves distribution of prime numbers and other problems and helps giving asymptotic estimates to these."
"homological-algebra","1975","(Co)chain complexes, abelian Categories, (pre)sheaves, (co)homology in various (possibly highly generalized) settings, spectra, derived functors, resolutions, spectral sequences, homotopy categories.  Chain complexes in an abelian category form the heart of homological algebra."
"soft-question","1825","Questions that are about research in mathematics, or about the job of a research mathematician, without being mathematical problems or statements in the strictest sense. Do not use this tag for easy or supposedly easy mathematical questions."
"ds.dynamical-systems","1807","Dynamics of flows and maps (continuous and discrete time), including infinite-dimensional dynamics, Hamiltonian dynamics, ergodic theory.
"
"polynomials","1795","Questions in which polynomials (single or several variables) play a key role. It is typically important that this tag is combined with other tags; polynomials appear in very different contexts. Please, use at least one of the top-level tags, such as nt.number-theory, co.combinatorics, ac.commutative-algebra, in addition to it. Also, note the more specific tags for some special types of polynomials, e.g., orthogonal-polynomials, symmetric-polynomials."
"finite-groups","1751","Questions on group theory which concern finite groups."
"lie-algebras","1674","Lie algebras are algebraic structures which were introduced to study the concept of infinitesimal transformations. The term ""Lie algebra"" (after Sophus Lie) was introduced by Hermann Weyl in the 1930s. In older texts, the name ""infinitesimal group"" is used. Related mathematical concepts include Lie groups and differentiable manifolds."
"algebraic-groups","1624","Algebraic varieties with group operations given by morphisms, or group objects in the category of algebraic varieties, the category of algebraic schemes, or closely related categories."
"mp.mathematical-physics","1614","Mathematical methods in classical mechanics, classical and quantum field theory, quantum mechanics, statistical mechanics, condensed matter, nuclear and atomic physics.
"
"stochastic-processes","1608","A stochastic process is a collection of random variables usually indexed by a totally ordered set. "
"oa.operator-algebras","1567","Algebras of operators on Hilbert space, $C^*-$algebras, von Neumann algebras, non-commutative geometry
"
"prime-numbers","1504","Questions where prime numbers play a key-role, such as: questions on the distribution of prime numbers (twin primes, gaps between primes, Hardy–Littlewood conjectures, etc); questions on prime numbers with special properties (Wieferich prime, Wolstenholme prime, etc.). This tag is often used as a specialized tag in combination with the top-level tag nt.number-theory and (if applicable) analytic-number-theory."
"arithmetic-geometry","1477","Diophantine equations, rational points, abelian varieties, Arakelov theory, Iwasawa theory."
"algebraic-number-theory","1458","Algebraic number fields, Algebraic integers, Arithmetic Geometry, Elliptic Curves, Function fields, Local fields, Arithmetic groups, Automorphic forms, zeta functions, $L$-functions, Quadratic forms, Quaternion algebras, Homogenous forms, Class groups, Units, Galois theory, Group cohomology, Étale cohomology, Motives, Class field theory, Iwasawa theory, Modular curves, Shimura varieties, Jacobian varieties, Moduli spaces"
"st.statistics","1387","Applied and theoretical statistics: e.g. statistical inference, regression, time series, multivariate analysis, data analysis, Markov chain Monte Carlo, design of experiments. 
"
"probability-distributions","1279","In probability and statistics, a probability distribution assigns a probability to each measurable subset of the possible outcomes of a random experiment, survey, or procedure of statistical inference."
"differential-topology","1242","The study of differentiable manifolds and differentiable maps. One fundamental problem is that of classifying manifolds up to diffeomorphism. Differential topology is what Poincaré understood as topology or “analysis situs”."
"algorithms","1203","Informally, an algorithm is a set of explicit instructions used to solve a problem (e.g. Euclid's algorithm for computing the greatest common divisor of two integers).  For more specific questions on algorithms, this tag may be used in conjunction with the approximation-algorithms, algorithmic-randomness and algorithmic-topology tags.  "
"differential-equations","1194","Ordinary or partial differential equations. Delay differential equations, neutral equations, integro-differential equations. Well-posedness, asymptotic behavior, and related questions. "
"sg.symplectic-geometry","1170","Hamiltonian systems, symplectic flows, classical integrable systems
"
"banach-spaces","1151","A Banach space is a complete normed vector space: A vector space equipped with a norm such that every Cauchy sequence converges."
"ho.history-overview","1148","History and philosophy of mathematics, biographies of mathematicians, mathematics education, recreational mathematics, communication of mathematics."
"elliptic-curves","1140","An elliptic curve is an algebraic curve of genus one with some additional properties. Questions with this tag will often have the top-level tags nt.number-theory or ag.algebraic-geometry. Note also the tag arithmetic-geometry as well as some related tags such as rational-points, abelian-varieties, heights. Please do not use this tag for questions related to ellipses; instead use conic-sections.    "
"discrete-geometry","1080","Finite or discrete collections of geometric objects. Packings, tilings, polyhedra, polytopes, intersection, arrangements, rigidity."
"inequalities","1077","for questions involving inequalities."
"computational-complexity","1059","This is a branch that includes: computational complexity theory; complexity classes, NP-completeness and other completeness concepts; oracle analogues of complexity classes; complexity-theoretic computational models; regular languages; context-free languages; Komolgorov Complexity and so on."
"modular-forms","1051","Questions about modular forms and related areas"
"cohomology","1042","A branch of algebraic topology concerning the study of cocycles and coboundaries.  It is in some sense a dual theory to homology theory.  This tag can be further specialized by using it in conjunction with the tags group-cohomology, etale-cohomology, sheaf-cohomology, galois-cohomology, lie-algebra-cohomology, motivic-cohomology, equivariant-cohomology, ..."
"fourier-analysis","1033","The representation of functions (or objects which are in some generalize the notion of function) as constant linear combinations of sines and cosines at integer multiples of a given frequency, as Fourier transforms or as Fourier integrals."
"sequences-and-series","1009","for questions about sequences and series, e.g. convergence, closed form expressions, etc. Note that there is a different tag for spectral sequences, and also note that MathOverflow is not for homework. Please consider consulting the online encyclopedia for integer sequences, if you are trying to identify a given sequence that you have found in your research."
"na.numerical-analysis","989","Numerical algorithms for problems in analysis and algebra, scientific computation
"
"harmonic-analysis","960","Harmonic analysis is a generalisation of Fourier analysis that studies the properties of functions. Check out this tag for abstract harmonic analysis (on abelian locally compact groups), or Euclidean harmonic analysis (eg, Littlewood-Paley theory, singular integrals). It also covers harmonic analysis on tube domains, as well as the study of eigenvalues and eigenvectors of the Laplacian on domains, manifolds and graphs.  "
"integration","935","Questions related to various forms of integration including the Riemann integral, Lebesgue integral, Riemann–Stieltjes integral, double integrals, line integrals, contour integrals, surface integrals, integrals of differential forms, ... "
"operator-theory","900","Spectrum, resolvent, numerical range, functional calculus, operator semigroups. Special classes of operators: compact, Fredholm, dissipative, differential, integral, pseudodifferential, etc. "
"smooth-manifolds","881","Smooth manifolds and smooth functions between them. For manifolds with additional structure, see more specific tags, such as [riemannian-geometry]. For more topological aspects, see [differential-topology]."
"oc.optimization-and-control","864","Operations research, linear programming, control theory, systems theory, optimal control, game theory
"
"higher-category-theory","842","For questions involving one or more categorical dimensions, or involving homotopy coherent categorical structures."
"model-theory","805","Model theory is the branch of mathematical logic which deals with the connection between a formal language and its interpretations, or models."
"vector-bundles","793","A continuously varying family of vector spaces of the same dimension over a topological space. If the vector spaces are one-dimensional, the term line bundle is used and has the associated tag line-bundles."
"big-list","785","Questions designed to generate a ""big list"" of certain results, examples, conjectures, etc. via many individual answers, each contributing one or a few instances. Such a question should typically be in Community Wiki mode (CW); after asking, please, flag for moderators attention requesting the question to be made CW."
"algebraic-curves","755","for questions on one dimensional algebraic varieties over any field, including questions of moduli, and questions about specific curves."
"kt.k-theory-and-homology","730","Algebraic and topological K-theory, relations with topology, commutative algebra, and operator algebras
"
"sp.spectral-theory","722","Schrodinger operators, operators on manifolds, general differential operators, numerical studies, integral operators, discrete models, resonances, non-self-adjoint operators, random operators/matrices
"
"convex-polytopes","718","Convex polytopes are the convex hulls of a finite set of points in Euclidean spaces. They have rich combinatorial, arithmetic, and metrical theory, and are related to toric varieties and to  linear programming"
"sheaf-theory","705",""
"moduli-spaces","696","Given a concrete category C, with objects denoted Obj(C), and an equivalence relation ~ on Obj(C) given by morphisms in C.  The moduli set for Obj(C) is the set of equivalence classes with respect to ~; denoted Iso(C).   When Iso(C) is an object in the category Top, then the moduli set is called a moduli space."
"forcing","693","Forcing is a method first used to prove the continuum hypothesis is independent of the classical axioms of set theory"
"computability-theory","692","computable sets and functions, Turing degrees, c.e. degrees, models of computability, primitive recursion, oracle computation, models of computability, decision problems, undecidability, Turing jump, halting problem, notions of computable randomness, computable model theory, computable equivalence relation theory, arithmetic and hyperarithmetic hierarchy, infinitary computability, $\alpha$-recursion, complexity theory. 
"
"sobolev-spaces","686","A Sobolev space is a vector space of functions equipped with a norm that is a combination of Lp-norms of the function itself and its derivatives up to a given order. "
"knot-theory","683","Knot theory is dealing with embedding of curves in manifolds of dimension 3. A knot is a single circle embedded in the affine space of dimension 3 as a smooth curve not crossing itself. Many knot invariants are known and can be used to distinguish knots."
"elliptic-pde","676","Questions about partial differential equations of elliptic type. Often used in combination with the top-level tag ap.analysis-of-pdes. "
"convex-geometry","675","A branch of geometry dealing with convex sets and functions.  Polytopes, convex bodies, discrete geometry, linear programming, antimatroids, ..."
"ergodic-theory","669","Dynamical systems on measure spaces, invariant measures, ergodic averages, mixing properties."
"geometric-group-theory","659","Large scale properties of groups; growth functions; Dehn functions; small cancellation properties; hyperbolicity and CAT(0); actions and representations; combinatorial group theory; presentations"
"qa.quantum-algebra","653","Quantum groups, skein theories, operadic and diagrammatic algebra, quantum field theory
"
"terminology","652","Questions of the kind ""What's the name for a X that satisfies property Y?"""
"asymptotics","649",""
"abelian-varieties","634","Abelian varieties are projective algebraic varieties endowed with an Abelian group structure. Over the complex numbers, they can be described as quotients of a vector space by a lattice of full rank. They are analogs in higher dimensions of elliptic curves, and play an important role in algebraic geometry and number theory."
"group-cohomology","632","In mathematics, group cohomology is a set of mathematical tools used to study groups using cohomology theory, a technique from algebraic topology. Analogous to group representations, group cohomology looks at the group actions of a group G in an associated G-module M to elucidate the properties of the group. "
"stochastic-calculus","630","Stochastic calculus provides a consistent theory of integration for stochastic processes and is used to model random systems. Its applications range from statistical physics to quantitative finance."
"special-functions","623","Many special functions appear as solutions of differential equations or integrals of elementary functions. Most special functions have relationships with representation theory of  Lie groups."
"hyperbolic-geometry","611",""
"diophantine-equations","608","Diophantine equations are polynomial equations $F=0$, or systems of polynomial equations $F_1=\ldots=F_k=0$, where $F,F_1,\ldots,F_k$ are polynomials in either $\mathbb{Z}[X_1,\ldots,X_n]$ of $\mathbb{Q}[X_1,\ldots,X_n]$ of which it is asked to find solutions over $\mathbb{Z}$ or $\mathbb{Q}$. Topics: Pell equations, quadratic forms, elliptic curves, abelian varieties, hyperelliptic curves, Thue equations, normic forms, K3 surfaces ..."
"simplicial-stuff","603","For questions about simplicial sets, simplicial (co)algebras and simplicial objects in other categories; geometric realization, Dold-Kan correspondence, simplicial resolutions etc."
"galois-theory","589","Galois theory, named after Évariste Galois, provides a connection between field theory and group theory. Using Galois theory, certain problems in field theory can be reduced to group theory, which is, in some sense, simpler and better understood."
"automorphic-forms","585","An automorphic form is a well-behaved function from a topological group $G$ to the complex numbers (or complex vector space) which is invariant under the action of a discrete subgroup $\Gamma \subset G$ of the topological group. Automorphic forms are a generalization of the idea of periodic functions in Euclidean space to general topological groups."
"c-star-algebras","584","A C*-algebra is a complex Banach algebra together with an isometric antilinear involution satisfying (a b)* = b* a* and the C*-identity ‖a* a‖ = ‖a‖².  Related tags: [banach-algebras], [von-neumann-algebras], [operator-algebras], [spectral-theory]."
"finite-fields","564","A finite field is a field with a finite number of elements.  For each prime power $q^k$, there is a unique (up to isomorphism) finite field with $q^k$ elements.  Up to isomorphism, these are the only finite fields.  "
"random-matrices","563","Statistics of spectral properties of matrix-valued random variables."
"model-categories","563","A model category is a category equipped with notions of weak equivalences, fibrations and cofibrations allowing to run arguments similar to those of classical homotopy theory."
"convex-optimization","563","Optimization with convex constraints and convex objectives; notions related to convex optimization such as sub-gradients, normal cones, separating hyperplanes"
"schemes","557","The first purpose of schemes theory is the geometrical study of solutions of algebraic systems of equations, not only over the real/complex numbers, but also over integer numbers (and more generally over any commutative ring with 1). It was finalized by Alexandre Grothendieck, during the 1950s and the 1960s."
"large-cardinals","546",""
"topological-groups","536","A topological group is a group $G$ together with a topology on the elements of $G$ such that the group operation and group inverse function are both continuous (with respect to the topology).  "
"matrix-analysis","533","The study of the properties of real and complex matrices that are more close to analysis and operator theory. For instance: the properties of positive definite matrices, matrix inequalities, perturbation analysis, matrix functions, inequalities between eigenvectors and singular values, majorization."
"eigenvalues","528",""
"deformation-theory","527","for questions about deformation theory, including deformations of manifolds, schemes, Galois representations, and von Neumann algebras."
"riemann-surfaces","526","Riemann surfaces(Riemannian surfaces) is one dimensional complex manifold. For questions about classical examples in complex analysis, complex geometry, surface topology."
"derived-categories","525","For questions about the derived categories of various abelian categories and questions regarding the derived category construction itself."
"etale-cohomology","523","for questions about etale cohomology of schemes, including foundational material and applications."
"computer-science","517","For question borderline with, or having application to, computer science. Consider also posting http://cs.stackexchange.com/ or http://cstheory.stackexchange.com/ instead of here, if appropriate."
"lattices","515","Lattices in the sense of discrete subgroups of Euclidean spaces, as used in number theory, discrete geometry, Lie groups, etc. (Not to be confused with lattice theory or lattices as used in physics! For lattices (ordered sets), use the tag: [lattice-theory])"
"order-theory","487",""
"open-problems","484","If it turns out that a problem is equivalent to a known open problem, then the open-problem tag is added. After that, the question essentially becomes, ""What is known about this problem? What are some possible ways to approach this problem? What are some ways that people have tried to attack it before, and with what results?"""
"additive-combinatorics","478","Questions on the subject additive combinatorics, also known as arithmetic combinatorics, such as questions on: additive bases, sum sets, inverse sum set theorems, sets with small doubling, Sidon sets, Szemerédi's theorem and its ramifications, Gowers uniformity norms, etc. Often combined with the top-level tags nt.number-theory or co.combinatorics. Some additional tags are available for further specialization, including the tags sumsets and sidon-sets."
"galois-representations","472","The term Galois representation is frequently used when the G-module is a vector space over a field or a free module over a ring, but can also be used as a synonym for G-module. The study of Galois modules for extensions of local or global fields is an important tool in number theory."
"convexity","471",""
"hilbert-spaces","469","A Hilbert space $H$ is a real or complex vector space endowed with an inner product such that $H$ is a complete metric space when endowed with the norm induced by this inner product."
"modules","468","For questions on modules over rings."
"birational-geometry","465","Birational geometry is a field of algebraic geometry the goal of which is to determine when two algebraic varieties are isomorphic outside lower-dimensional subsets. This amounts to studying mappings that are given by rational functions rather than polynomials; the map may fail to be defined where the rational functions have poles."
"examples","464",""
"graph-colorings","458","Vertex colouring, Edge Colouring, List Colouring, Fractional Chromatic Number and other variants of graph colouring problems are all on topic.  "
"it.information-theory","455","Theoretical and experimental aspects of information theory and coding theory. This tag covers but is not limited to following branches: information theory, information geometry, optimal transportation theory, coding theory.
"
"descriptive-set-theory","448","Descriptive Set Theory is the study of definable subsets of Polish spaces, where definable is taken to mean from the Borel or projective hierarchies. Other topics include infinite games and determinacy, definable equivalence relations and Borel reductions between them, Polish groups, and effective descriptive set theory."
"geometric-measure-theory","448","Questions about geometric properties of sets using measure theoretic techniques; rectifiability of sets and measures, currents, Plateau problem, isoperimetric inequality and related topics."
"nonlinear-optimization","445","Nonlinear objectives, nonlinear constraints, non-convex objective, non-convex feasible region."
"projective-geometry","442",""
"von-neumann-algebras","441","Subtag of the [oa.operator-algebras] tag for questions about von Neumann algebras, that is, weak operator topology closed, unital, *-subalgebras of bounded operators on a Hilbert space."
"riemann-zeta-function","440","The Riemann zeta function is the function of one complex variable $s$ defined by the series $\zeta(s) = \sum_{n \geq 1} \frac{1}{n^s}$ when $\operatorname{Re}(s)>1$. It admits a meromorphic continuation to $\mathbb{C}$ with only a simple pole at $1$. This function satisfies a functional equation relating the values at $s$ and $1-s$. This is the most simple example of an $L$-function and a central object of number theory."
"limits-and-convergence","439","Convergence of series, sequences and functions and different modes of convergence."
"fields","429","Fields as algebraic objects. For vector and tensor fields, use eg. [dg.differential-geometry]. For physical fields, use eg. [mp.mathematical-physics] or [quantum-field-theory]."
"topos-theory","423",""
"approximation-theory","422","Approximation theory is concerned with how functions can best be approximated with simpler functions, and with quantitatively characterizing the errors introduced thereby."
"hopf-algebras","421","A Hopf algebra is a vector space $H$ over a field $k$ endowed with an associative product $\times:H\otimes_k H\to H$ and a coassociative coproduct $\Delta:H\to H\otimes_k H$ which is a morphism of algebras. Unit $1:k\to H$, counit $\epsilon:H\to k$ and antipode $S:H\to H$ are also required. Such a structure exists on the group algebra $k G$ of a finite group $G$."
"semigroups-and-monoids","421","A semigroup is a set $S$ together with a binary operation that is associative. Examples of semigroups are the set of finite strings over a fixed alphabet (under concatenation) and the positive integers (under addition, maximum, or minimum). A monoid is a semigroup with a neutral element. Of course, any group is also a monoid/semigroup.  "
"quantum-groups","419","Questions about algebraic structures known as quantum groups, and their categories of representations. Quasitriangular Hopf algebras and their Drinfel'd twists, triangular Hopf algebras, $C^\star$ quantum groups, h-adic quantum groups, various semisimplified categories at roots of unity which are called ""quantum groups"", bicrossproduct quantum groups, and quantum groups coming from braided tensor categories.  "
"3-manifolds","417","A 3-manifold is a space that locally looks like Euclidean 3-dimensional space"
"markov-chains","414",""
"stacks","411",""
"stable-homotopy","404","Stable homotopy theory is that part of homotopy theory (and thus algebraic topology) concerned with all structure and phenomena that remain after sufficiently many applications of the suspension functor. "
"linear-programming","401","Linear programming is the study of optimizing a linear function over a set of linear inequalities.  The Simplex Method, Ellipsoid Method and Interior Point Method are popular algorithms to solve linear programs.  "
"differential-operators","395","Elliptic, parabolic and hyperbolic operators. Laplace, Laplace-Beltrami, Schrödinger, Dirac.  Exterior derivative and Lie derivative operators. "
"singularity-theory","394","Singularities in algebraic/complex/differential geometry and analysis of ODEs/PDEs. Singular spaces, vector fields, etc."
"manifolds","389","A manifold is a topological space that locally resembles Euclidean space near each point. More precisely, each point of an n-dimensional manifold has a neighbourhood that is homeomorphic to the Euclidean space of dimension n."
"quadratic-forms","382",""
"kahler-manifolds","380","Questions about Kähler manifolds and Kähler metrics."
"determinants","378","Questions about the determinant of square matrices or linear endomorphisms. Also for closely related topics such as minors or regularized determinants."
"axiom-of-choice","377","An important and fundamental axiom in set theory sometimes called Zermelo's axiom of choice. It was formulated by Zermelo in 1904 and states that, given any set of mutually disjoint nonempty sets, there exists at least one set that contains exactly one element in common with each of the nonempty sets. The axiom of choice is related to the first of Hilbert's problems. "
"algebraic-k-theory","374",""
"permutations","372","Questions related to permutations, bijections from a finite (or sometimes infinite) set to itself."
"motives","371","for questions about motives in algebraic geometry, including constructions of categories of motives and motivic sheaves, and aspects of the standard conjectures."
"tag-removed","371","This tag is to be used only when re-tagging highly(!) off-topic questions where none of the actual tags would make sense; all actual tags the questioner has used are removed and something is needed to have some tag, which is enforced by the software, so this tag is used. However note that this tag is also used in the process of moderators deleting tags. Thus a question having this tag does most of the time not mean that somebody found it off-topic.  "
"random-walks","371",""
"calculus-of-variations","367","Questions on the calculus of variations, which deals with the optimization of functionals mostly defined on infinite dimensional spaces."
"noncommutative-geometry","361","Noncommutative geometry in the sense of Connes and beyond: noncommutative algebras viewed as functions on a noncommutative space."
"euclidean-geometry","359","Euclidean geometry is a mathematical system attributed to the Alexandrian Greek mathematician Euclid, which he described in his textbook on geometry: the Elements. Euclid's method consists in assuming a small set of intuitively appealing axioms, and deducing many other propositions (theorems) from these."
"monoidal-categories","358",""
"noncommutative-algebra","357","Non-commutative rings and algebras, non-associative algebras. Can be used in combination with ra.rings-and-algebras"
"algebraic-surfaces","350","An algebraic surface is an algebraic variety of dimension two. In the case of geometry over the field of complex numbers, an algebraic surface has complex dimension two (as a complex manifold, when it is non-singular) and so of dimension four as a smooth manifold."
"geometry","347","Deprecated; please do NOT use this tag, use a more specific tag.
"
"computational-geometry","345","Using computers to solve geometric problems. Questions with this tag should typically have at least one other tag indicating what sort of geometry is involved, such as ag.algebraic-geometry or mg.metric-geometry."
"matrix-theory","343","Matrix theory is the study of matrices as concrete objects, rather than as abstract linear operators between vector spaces (whose study belongs to linear algebra). For instance, this involves matrix factorizations and decompositions, nonnegative matrices and Perron-Frobenius theory, Schur complements, structured and special matrices, matrix functions and equations."
"hodge-theory","342","The study of harmonic differential forms on complex projective varieties, their invariantly defined filtrations, their integrals over topological cycles, especially over subvarieties, the deformations of these integrals and filtrations in families, and a multitude of generalizations."
"group-actions","336",""
"plane-geometry","331","Plane Geometry is about flat shapes like lines, circles and triangles , shapes that can be drawn on a piece of paper"
"big-picture","324","Questions designed to get an overview of a specific subject or body of results or to understand the relations among similar definitions, techniques or concepts appearing in different sub-fields of mathematics. While such questions by their very nature sometimes cannot be made very narrow and focused, it can be helpful to keep in mind that the design of MathOverflow does not make it a good fit for questions that are too broad. "
"convex-analysis","324",""
"l-functions","320","Questions about generalizations of the Riemann Zeta function of arithmetic interest whose definition relies on meromorphic continuation of special kinds of Dirichlet series, such as Dirichlet L-functions, Artin L-functions, elements of the Selberg class, automorphic L-functions, Shimizu L-functions, p-adic L-functions, etc."
"stochastic-differential-equations","319","Stochastic ordinary and partial differential equations generalize the concepts of ordinary and partial differential equations to the setting where the unknown is a stochastic process.    "
"textbook-recommendation","314","Questions asking for recommendations of textbooks on some subject. It can be helpful to indicate whether the request is for self-study, for use in a course one teaches, for use accompanying a course one takes etc., and to give some additional details on the context. Typically, additional tags are used to indicate the subject. For other questions on books, please use the tag books. Also, see reference-request for a related tag.   "
"infinity-categories","311",""
"intuition","310","Questions asking for the intuition behind some definition, conjecture, proof etc. In other words, questions designed to improve or to acquire understanding on a conceptual or intuitive level, as opposed to on a technical or formal level. When asking such a question it can be helpful to include a rough description of ones understanding of the subject at hand (on a technical level).  "
"symmetric-groups","301","The symmetric group $S_n$ is the group of permutations of the set of integers $\{1,\dots,n\}$. This has $n!$ elements and is generated by the $n-1$ involutions exchanging consecutive integers. The symmetric groups form the simplest family of Coxeter groups."
"universal-algebra","297","The study of algebraic structures and properties applying to large classes of such structures.  For example, ideas from group theory and ring theory are extended and considered for structures with other signatures (systems of basic or fundamental operations)."
"invariant-theory","297","Invariant theory deals with an algebraic, geometric or analytic structure $X$, submitted to the action of an (algebraic) group $G$. It studies $G$-invariant elements of $X$ as well as the set of $G$-orbits."
"spectral-sequences","296",""
"lattice-theory","293","The theory of lattices in the sense of order theory.  For the number-theoretic notion, use the tag ""lattices"" instead."
"spectral-graph-theory","291","Questions related to the spectrum of graphs, defined using one of the possible variants of the discrete Laplace operator or Laplacian matrix.

See https://en.wikipedia.org/wiki/Discrete_Laplace_operator"
"parabolic-pde","289","Questions about partial differential equations of parabolic type. Often used in combination with the top-level tag ap.analysis-of-pdes. "
"mathematical-philosophy","288","Philosophical aspects of logic and set theory; truth status of mathematical axioms; Philosophy of Mathematics; philosophical aspects of mathematics in general; relation of mathematics to philosophy; etc. Consider also posting at http://philosophy.stackexchange.com/, where philosophy-of-mathematics is one of the most popular tags."
"tensor-products","287",""
"curves-and-surfaces","285","A surface is a generalization of a plane which needs not be flat, that is, the curvature is not necessarily zero. This is analogous to a curve generalizing a straight line"
"computational-number-theory","285","Computational Number Theory is for explicit calculations or algorithms involving anything of interest to number theorists."
"power-series","284",""
"langlands-conjectures","281","Higher reciprocity laws"
"binomial-coefficients","279",""
"intersection-theory","276",""
"posets","275","A poset or partially ordered set is a set endowed with a partial order, meaning a binary relation $\leq$ which is reflexive ($x \leq x$ for all $x$), antisymmetric ($x\leq y$ and $y\leq x$ implies $x=y$), and transitive ($x\leq y$ and $y\leq z$ implies $x \leq z$)."
"partitions","272",""
"banach-algebras","271",""
"quantum-mechanics","270","For questions about mathematical problems arising from quantum mechanics, a branch of physics describing the behaviour of nature at very small scales, at the level of atoms and subatomic particles."
