tagName,Count,Excerpt
"black-holes","3508","A black hole is a volume from which matter cannot escape.  More formally, the coordinate speed of light at the event horizon - the boundary of a black hole - is zero, as measured by a sufficiently separated observer."
"condensed-matter","3338","The study of physical properties of condensed phases of matter, including solids and liquids."
"lagrangian-formalism","3195","For questions involving the Lagrangian formulation of a dynamical system. Namely, the application of an action principle to a suitably chosen Lagrangian or Lagrangian Density in order to obtain the equations of motion of the system."
"electricity","3105","The study of the presence and flow of electric charge. Charges, currents, fields, potentials. "
"magnetic-fields","3084","For questions that utilize the concept of magnetic fields (commonly denoted by the letter B), or for questions whose answers likely involve magnetic fields. More specific than the [magnetism] tag, as questions about the phenomenon & theory of magnetism do not necessarily involve the discussion of fields."
"electric-circuits","3022","An electronic system, with closed loop current flow, and relative electrical potentials present across electrical components."
"kinematics","2931","The description of the movement of bodies by their position, velocity, acceleration (and possibly higher time derivatives, such as, jerk) without concern for the underlying dynamics/forces/causes."
"photons","2911","The photon is the quantum of the electromagnetic four-potential, and therefore the massless bosonic particle associated with the electromagnetic force, commonly also called the ""particle of light"". Use this tag for questions about the quantum-mechanical understanding of light and/or electromagnetic interactions."
"experimental-physics","2848","for questions about design, process, data, or analysis of experiments and observations."
"spacetime","2740","As a consequence of the Lorentz transformations, time and space transform into each other when changing reference frame. This calls for a unified description: Minkowski spacetime.
"
"hilbert-space","2691","Applies also to pre-Hilbert spaces, rigged Hilbert spaces, and spaces with negative norm or zero-norm states."
"operators","2629","In physics, an operator is almost always either a square matrix or a linear mapping between two function spaces (defined on, say, $\mathbb R^n$). Operators serve as *observables* and as *time evolution operators* in Quantum Mechanics. This tag will most often find valid use in quantum mechanics; don't use this tag just because your equations contain ""everyday operations"" like $\times$, $+$!"
"angular-momentum","2570","The conserved quantity arising from a rotational invariance. Combine with rotational-dynamics for the classical mechanics approach and quantum-mechanics for the QM interpretation"
"differential-geometry","2543","Mathematical discipline which uses the techniques of calculus to study geometric problems. General relativity is written in this language."
"rotational-dynamics","2525","A tag for questions about the mechanical interactions of rotating objects, including torque and angular momentum."
"reference-frames","2519","A reference frame is a particular coordinate system chosen to represent physical entities. The notion is most often used in special and general relativity to denote particular coordinates chosen on the spacetime manifold."
"electric-fields","2506","For questions that utilize the concept of electric fields (commonly denoted by the letter E), or for questions whose answers likely involve electric fields. More specific than the [electricity] tag, as questions about the phenomenon & theory of electricity do not necessarily involve the discussion of fields."
"pressure","2466","This tag is for questions relating to pressure, in the physical sciences, the perpendicular force per unit area, or the stress at a point within a confined fluid."
"momentum","2365","In introductory mechanics, the momentum of a particle is its mass times its velocity. In electrodynamics, the momentum of a field is proportional to the cross-product of the electric field with the magnetic field. In special relativity, momentum is generalized to four-momentum."
"electrons","2346","Negatively charged particle with spin 1/2.  A component of mundane terrestrial matter, and part of all neutral atoms and molecules. It has a mass about 1/1800 that of a proton. Its antiparticle is the positron."
"solid-state-physics","2338","Solid-state physics studies how macroscopic properties of solids (mechanical, electrical, optical, etc.) result from their microscopic structure. It usually deals with the scale where quantum properties of the particles are substantial."
"mass","2333","The property of an object that determines how much it responds to a force in Newtonian mechanics, and how much it interacts with gravity in the Newtonian framework. Mass also refers to the intrinsic energy of a particle in particle physics. This tag does also cover effective mass."
"wavefunction","2326","A complex scalar field that describes a quantum mechanical system. The square of the modulus of the wave function gives the probability of the system to be found in a particular state. DO NOT USE THIS TAG for classical waves."
"quantum-information","2300","Quantum information is the study of the informational content of quantum states. The most common object of study is the ""qubit"", the information in a two-state quantum system such as spin-1/2 or photon polarization."
"energy-conservation","2266","The law of conservation of energy, which states that the amount of energy in a system is constant. For questions about Earth's environment, see the climate-science tag instead."
"nuclear-physics","2259","Nuclear physics is the study of the composition, behavior and interaction of atomic nuclei and their constituent parts."
"temperature","2209","It's the physical property that indicates the degree/intensity of heat present in a substance or an object. It can be expressed and measured according to various scales."
"electric-current","2142","A measure of the rate at which electric charge is transported (especially through a circuit), it has units of charge/time."
"conservation-laws","2106","The statement that a property of a system does not change if the system is isolated."
"metric-tensor","2100","The variables used in general relativity to describe the shape of spacetime. If your question is about metric units, use the tag ""units"", and/or ""si-units"" if it is about the SI system specifically."
"speed-of-light","2047","The speed of light is a fundamental universal constant that marks the maximum speed at which energy and information can propagate. Its value is $299792458\frac{\mathrm{m}}{\mathrm{s}}$."
"charge","2047","A fundamental property of matter which causes it to experience electromagnetic forces."
"astrophysics","2025","The application of physical theory to celestial systems such as stars, planets, galaxies, supernovae, and black holes. Astrophysics proper is concerned with explaining phenomena more so than making observations, the latter falling under the purview of astronomy."
"string-theory","2017","A class of theories that attempt to explain all existing particles (including force carriers) as vibrational modes of extended objects, such as the 1-dimensional fundamental string. PLEASE DO NOT USE THIS TAG for non-relativistic material strings, such as, e.g., a guitar string."
"acceleration","2007","The rate of change of velocity of a body per unit of time."
"acoustics","2006","Acoustics is the interdisciplinary science that deals with the study of all mechanical waves in gases, liquids, and solids including vibration, sound, ultrasound and infrasound. Applications of acoustics are for instance the audio and noise control industries."
"potential","1995","Scalar and vector potentials in electromagnetism. The scalar potential is potential energy per unit charge. For potential energy, use the [potential-energy] tag."
"symmetry","1985","We say that something is symmetric if there is some transformation we can perform on that object that leaves some property unchanged. The set of symmetry transformations of an object form a group, and the name of this group is used as the name of the symmetry of the object."
"atomic-physics","1942","Atomic physics is the field of physics that studies atoms as an isolated system of electrons and an atomic nucleus. It is primarily concerned with the arrangement of electrons around the nucleus and the processes by which these arrangements change. This includes ions as well as neutral atoms and, unless otherwise stated, for the purposes of this discussion it should be assumed that the term atom includes ions."
"work","1926","The product of the force on an object and the displacement the object undergoes along the direction of the force. "
"mathematical-physics","1898","DO NOT USE THIS TAG just because your question involves math! If your question is on simplification of a mathematical expression, please ask it at math.stackexchange.com. Mathematical physics is the mathematically rigorous study of the foundations of physics, and the application of advanced mathematical methods to problems in physics. Examples include partial differential equations (PDEs), variational calculus, functional analysis, and potential theory."
"entropy","1895","An important extensive property of all systems in thermodynamics,  statistical mechanics, and information theory, quantifying their disorder (randomness), i.e., our lack of information about them. It characterizes the degree to which the energy of the system is *not* available to do useful work.
"
"friction","1883","The resistance a surface or object encounters when moving over another."
"electrical-resistance","1827","The tag applies to electrical resistance and resistors. DO NOT USE THIS TAG for non-electrical resistance."
"quantum-spin","1825","Fundamental characteristic property of particles which together with orbital angular momentum acts as the generator of rotations and which doesn't have a classical equivalent but is sometimes compared to and contrasted with classical intrinsic angular momentum."
"schroedinger-equation","1800","Partial differential equation which describes the time evolution of the wavefunction of a quantum system. It is one of the first and most fundamental equations of quantum mechanics."
"resource-recommendations","1768","Questions asking ""What is a good book about X?"" or more generally, ""What should I read to learn about X?"", typically where there is not a single authoritative reference. Please READ THE GUIDANCE IN META (http://meta.physics.stackexchange.com/questions/4697 or click Learn More) before asking."
"orbital-motion","1767","The path a body takes while moving through space under the influence of the gravitational forces of other bodies"
"field-theory","1714","For questions where the dynamical variables are fields, that is, functions of several variables (typically, one time coordinate and several space coordinates). Comprises both classical field theory and quantum field theory. Use this tag when the question applies to both classical and quantum phenomena. Otherwise, use the specific tag instead."
"potential-energy","1698","Potential energy is the energy of a body or a system due to the position of the body or the arrangement of the particles of the system."
"everyday-life","1682","Concerns the application of the laws of physics to analyze common situations encountered in everyday life. "
"terminology","1658","Use this for questions relating to the proper use of physics terminology or nomenclature."
"tensor-calculus","1642","Tensor calculus (tensor analysis) is a systematic extension of vector calculus to multivector and tensor fields in a form that is independent of the choice of coordinates on the relevant manifold, but which   accounts for respective sub-spaces, their symmetries, and their connections.

 "
"coordinate-systems","1625","A set of numbers used to quantify location in space."
"time","1611","Time is defined operationally to be that which is measured by clocks. The SI unit of time is the second, which is defined to be "
"vectors","1601","Geometric object with magnitude (length) and direction."
"astronomy","1580","The science dealing with objects and phenomena located beyond Earth. In particular, this applies to observations and data. At its core, astronomy is the physically informed cataloging and classifying of the contents of the universe in order to better understand what is out there."
"harmonic-oscillator","1568","The term ""harmonic oscillator"" is used to describe any system with a ""linear"" restoring force that tends to return the system to an equilibrium state. There is both a classical harmonic oscillator and a quantum harmonic oscillator. Both are used to as toy problems that describe many physical systems."
"standard-model","1551","A model of the basic particles and forces featuring six quarks, three charged leptons, three massless neutral leptons and four fundamental force carrying bosons. The twelve fermions are arranged into three generations, while the bosons serve to explain the electromagnetic interaction plus the strong and weak nuclear forces (and the Higgs mechanism). Do NOT use this tag for the standard model of cosmology, etc.. "
"velocity","1516","The time rate of change of the position of an object"
"gauge-theory","1510","A gauge theory has internal degrees of freedom that do not affect the foretold physical outcomes of the theory. The theory has a Lie group of *continuous symmetries* of these internal degrees of freedom, *i.e.* the predicted physics under any transformation in this group on the degrees of freedom. Examples include the $U(1)$-symmetric quantum electrodynamics and other Yang-Mills theories wherein non-Abelian groups replace the $U(1)$ gauge group of QED."
"inertial-frames","1461","A specific reference frame that describes its coordinates in a manner that does not depend on time and is isotropic."
"quantum-electrodynamics","1445","Quantum electrodynamics (QED) is the quantum field theory believed to describe electromagnetic interaction. It is the simplest example of a quantum gauge theory, where the gauge group is abelian, U(1)."
"water","1410","Two Hydrogen atoms covalently bonded to one Oxygen atom. One of the more common compounds on the surface of the earth."
"group-theory","1375","Group theory is a branch of abstract algebra. A group is a set of objects, together with a binary operation, that satisfies four axioms. The set must be closed under the operation and contain an identity object. Every object in the set must have an inverse, and the operation must be associative. Groups are used in physics to describe symmetry operations of physical systems."
"quantum-entanglement","1350","Quantum entanglement is the mechanism by which quantum correlations between two sub-systems survive even after being physically separated from an interaction region. The correlations could in principle survive without neither time nor space constraint."
"space-expansion","1345","Space expansion is a cosmological phenomenon wherein the proper distance between two spatial points for a given inertial reference frame increases from one moment of time to another. That is, space itself expands; the added distance is not due to relative motion of points or objects."
"voltage","1345","Voltage is the unit of measurement for electronic potential, from one point location to another."
"capacitance","1332","The ability of an object to store electric charge."
"universe","1325","The universe refers to the cosmos; all of space-time and that which exists as part of it. Alternatively, it can refer to the observable universe, which only contains the part we can see. Questions tagged with this should ask about physics at scales the size of the universe or specific properties of the universe"
"hamiltonian-formalism","1321","The Hamiltonian formalism is a formalism in Classical Mechanics. Besides Lagrangian Mechanics, it is an effective way of reformulating classical mechanics in a simple way. Very useful in Quantum Mechanics, specifically the Heisenberg and Schrodinger formulations.   Unlike Lagrangian Mechanics, this formalism relies on a ""Hamiltonian"" instead of a Lagrangian, which differs from the Lagrangian through a Legendre transformation.    "
"material-science","1295","The study of how the properties of matter arise from its structure at all scales and of how processing can be used to modify those properties (often in pursuit of a specific application)."
"collision","1263","Interaction between two or more bodies that results in physical contact and an exchange of momentum between the bodies involved."
"semiconductor-physics","1245","Semiconductor physics is the branch of solid state physics that focuses on specific properties of semiconductors. It studies dynamics of different perturbations (mainly electrons and holes) in the semiconductor crystal and the ways to harness it in electrical circuits."
"reflection","1234",""
"soft-question","1214","Questions that ask about some aspect of physics research or study which doesn't involve the actual physics. In general, soft questions can be answered without using physical reasoning."
"renormalization","1204","Renormalization is an ensemble of techniques which serves to treat the infinities which appear in quantum field theory or statistical mechanics."
"scattering","1160","Scattering is a general term for several physical processes in which radiation of some sort changes direction due to an interaction with a particle. Scattering can be classified by the type of radiation (ie, electromagnetic, x-ray, neutron), or by the relative sizes of the wave and the particle (ie, Rayleigh, Mie, geometric)."
"conventions","1158","A convention is a set of agreed, stipulated, or generally accepted norms. It typically helps common efficiency or understanding but is not required, as opposed to a strict standard or protocol."
"radiation","1147","Radiation is a process in which energetic particles or energetic waves travel through a medium or space. The particles or waves radiate (i.e., travel outward in all directions) from a source."
"computational-physics","1144","Questions with this tag should be about computational physics, which is the study of physical situations with the use of software (commercial or in-house).  Please note that details of writing and/or debugging code is OFF-TOPIC and should be asked at either Computational Science, Code Review or Stack Overflow."
"laser","1136","Light Amplification by Stimulated Emission of Radiation. A means of creating coherent light by either driving an atomic or molecular transition in an optical cavity or firing a beam of electrons through an undulator."
"relativity","1123","The union of special (SR) and general (GR) relativity. Use this tag if both SR and GR apply."
"definition","1122","The definition tag is used in situations where the question is either about how some term or concept is defined or where the validity of an answer depends on a subtle definition of some term or concept used in the question."
"refraction","1076","Change in the direction of propagation of a wave when its transmitting medium changes. The tag does also apply to index of refraction."
"torque","1076","The tendency of a force to rotate an object about an arbitrary axis."
"heisenberg-uncertainty-principle","1036","This tag is for Heisenberg's quantum mechanical uncertainty principle. DO NOT USE THIS TAG for uncertainty in a non-quantum measurement.
"
"fourier-transform","1036","A unitary linear operator which resolves a function on $\mathbb{R}^N$ into a linear superposition of ""plane wave functions"". Most often used in physics for calculating the response of a time shift invariant linear system as the sum of its response to time harmonic excitation or for transforming a quantum state in position co-ordinates into one in momentum co-ordinates and contrawise. There is also a discrete, fast Fourier transform for discretised data."
"curvature","1035","Use this for questions pertaining to curvature of manifolds. Does not need to be specific to general relativity, but also for curvature of e.g. a Calabi-Yau manifold.     "
"differentiation","1035","Differentiation is the set of techniques and results from Differential Calculus, concerning the calculation of derivatives of functions or distributions. "
"thermal-radiation","1035","The temperature-dependent emission of electromagnetic waves. Combine this tag with the [thermodynamics] tag for a macroscopic view or the [quantum-mechanics] tag for a microscopic explanation."
"fluid-statics","1008","Fluid statics or hydrostatics is the branch of fluid mechanics which deals with the study of fluids at rest and the pressure exerted by it on an immersed object. If your question is about the study of fluids in motion, use the tag ""fluid-dynamics"" instead. "
"conformal-field-theory","1001","A conformal field theory (CFT) is a quantum field theory that is invariant under conformal transformations. In 2D, the infinite-dimensional algebra of local conformal transformations normally permits exact solution or classification of such theories. Further use for CFT applications to string theory, statistical mechanics, and condensed matter physics."
"classical-electrodynamics","1001","Classical electrodynamics is the discipline that studies electromagnetic phenomena – such as electric and magnetic fields, radiation, and the dynamics of charged bodies – in classical terms."
"supersymmetry","988","A postulated symmetry between bosonic and fermionic fields in quantum field theories and string theories.     "
"gauss-law","986","A law in classical electromagnetism and Newtonian gravity which relates (charge) density to the divergence of a field, or alternatively the charge in a volume to the flux through the bounding surface."
"maxwell-equations","976","A set of four equations that define electrodynamics. They comprise the Gauss laws for the electric and magnetic fields, the Faraday law, and the Ampère law. Together, these equations uniquely determine the electric and magnetic fields of a physical system. Do not use this tag for the thermodynamical equations known as Maxwell's relations."
"frequency","974","Frequency is the rate of repetitive aspect in the amplitude over a given dimension."
"notation","969",""
"hamiltonian","959","The central term in the hamiltonian formalism. Can be interpreted as an energy input, or ""true"" energy.          "
"double-slit-experiment","951","The double slit experiment involves passing light through two parallel slits to demonstrate that the light from one slit interferes with that from the other."
"path-integral","940","Path integral formulation (Due to Feynman) is a major formulation of Quantum Mechanics along with Matrix mechanics (Due to Heisenberg and Pauli), Wave Mechanics (Due to Schrodinger), and Variational Mechanics (Due to Dirac). DO NOT USE THIS TAG for line/contour integrals."
"free-body-diagram","938","A pictorial device which analyzes forces present on any body with the use of vectors. Allows easier grasping of problems involving either objects at equilibrium or in motion. Can be used to predict presence of forces."
"feynman-diagrams","937","A diagrammatic technique introduced by Richard Feynman to describe the quantum behaviour of subatomic particles and their interactions. Do not use for general questions on diagrams that are not of the Feynman kind."
"geometric-optics","932","The subfield of optics in which light propagation is approximated in terms of rays. It mainly includes reflection and refraction on surfaces."
"projectile","918","Object moving through space due to the exertion of a force."
"interference","911","Interference describes different waves superposing to form a resultant wave of greater, lower, or the same amplitude. Normally, it involves interaction of waves that are correlated (coherent) with each other, either because they come from the same source, or because they have the same or nearly the same frequency. Interference effects can be observed with all types of waves, e.g., light, radio, acoustic, surface,  or matter waves."
"superconductivity","901","Superconductivity is the transmission of current with no resistive losses, and is one of the most active areas of condensed matter physics research."
"quantum-gravity","900","Any of the various explanations of gravity as a quantum theory, including string theory and loop quantum gravity."
"measurements","897",""
"probability","897","For questions about probability, probability theory, probability distributions, expected values and related matters. Purely mathematical questions should be asked on Math.SE."
"spring","892","An object such as a metal coil or air-filled tube which provides a force opposing the direction of deformation."
"vacuum","892","A region of space devoid of any fluid molecules resulting in a zero pressure in ideal cases. In practice, even space has a small but finite number of molecules. In QFT, it signifies the ground state devoid of excitations/particles."
"fermions","883","Fermions are particles with an intrinsic angular momentum (i.e. spin) equal to a ""half integer"" number of fundamental units: $\frac{(2n+1)}{2} \hbar$ for integer $n$. Fermions are required to be in a quantum state that is globally anti-symmetric, which leads to the Pauli Exclusion Principle barring identical fermions from occupying the same quantum state."
"units","879","Units are standards of measurement used for different types of quantities."
"phase-transition","877","A phase transition is a change in the nature of a phase or in the number of phases of a system as a result of a change in the external conditions. Examples: melting/freezing, vaporization/condensation, ferromagnetic transition, superconducting transition."
"gravitational-waves","874",""
"rotational-kinematics","872","A tag for questions about rotational motion, including angular velocity and angular acceleration."
"atmospheric-science","869","The study of the composition or dynamics of the gaseous layers around planets, often applied to questions on Earth's atmosphere but can be applicable to all planets & moons in the solar system."
"education","868","How is physics taught and learned. Teaching strategies, class examples and demonstrations; learning resources, career advice, etc. For explicit problems, use the 'homework' tag instead."
"mass-energy","866","The special-relativistic relation connecting energy with mass,  $ E^2 - (m c^2)^2= (pc)^2 $. May be used to provide accounting constraints in energy and momentum, both conserved in total, even in reactions where $m$ is not."
"representation-theory","865","The systematic study of group representations, which describe abstract groups in terms of linear transformations of vector spaces, such that group elements or their generators are represented as matrices, reducing group-theoretic problems to linear-algebraic ones.  "
"simulations","863",""
"earth","854","Earth is the planet on which we live, the 3rd planet from the Sun. Questions using this tag should be about Earth the planet and not Earth-like planets nor earth, as in dirt or soil."
"higgs","851","This higgs field breaks electroweak symmetry and provides mass to particles though a process called the higgs mechanism.  The excitation of the higgs field is called a higgs boson.       "
"big-bang","836","According to the current cosmological theories, it's the model that explains the early life of the universe, starting from a rapid expansion of hot and dense matter."
"physical-chemistry","834","Study of macroscopic and microscopic phenomena in chemical systems in terms of physical laws and concepts [thermodynamics, statistical mechanics, kinetic theory, quantum mechanics...]."
"integration","824","For questions about problems related to physics that involve evaluating integrals. Purely mathematical questions should be asked at math.SE."
"ideal-gas","819","A gas that behaves as randomly moving, non-interacting molecules. This allows a simplified equation of state."
"polarization","819","Polarization characterizes the oscillations in time the electromagnetic field is doing in the plane perpendicular to the propagation direction of a wave"
"time-dilation","813",""
"dimensional-analysis","801","Dimensional analysis means to obtain results by analyzing the units in question, etc. DO NOT USE THIS TAG if your question is about degrees of freedom or spatial dimensions."
"conductors","799","For questions about materials which allow the flow of an electric charge (electrical conductors) or the transfer of heat (thermal conductors) through them."
"event-horizon","794","An event horizon is a type of boundary such that any information past this boundary is inaccessible to the observer it is defined for. Common examples are the Schwarzschild radius of a black hole (which is defined commonly for all observers outside this radius) and the cosmological even horizon (which is defined as a radius from an observer)"
"quantum-optics","792","A research field within general optical physics concerned with light and its material interaction: where light is modelled by full quantum mechanical description. "
"diffraction","788","Diffraction is defined as the bending or flaring of light around the corners of an obstacle or aperture into the region of geometrical shadow of the obstacle. This flaring is consistent with the spreading of wavelets in the Huygens construction. Diffraction occurs for waves of all types, not just light."
"quantum-chromodynamics","784","Quantum-ChromoDynamics (QCD) is the quantum field theory believed to describe the strong nuclear force. "
"lorentz-symmetry","777","Lorentz symmetry is a fundamental symmetry of special relativity describing the invariance of physics with respect to changes of orientation and boosts of inertial reference frames. These symmetry transformations are called transformations."
"vector-fields","774","Vector-fields are vector valued functions which define a vector at each point in space. Examples of the vector field include the electric field and the velocity of a fluid."
"observers","773",""
"commutator","773","A mathematical construct quantifying the difference in effect of applying two operators in two alternate successions. It is the defining product of a Lie algebra, the efficient underlying description of Lie groups, of use in several areas of physics, most notably quantum field theory. "
"drag","771","The force on a body resulting from it's motion through a fluid (gas or liquid). This force is directly opposed to the direction of travel."
"estimation","764",""
"history","758","History questions are welcome on this site whenever they have any bearing on our modern understanding of physics. However, if a question has only minimal or null bearing on our current understanding, or it specifically requires a historian's skills, toolset, and mindset to answer, then it should be migrated to the History of Science and Maths site. See the FAQ on Meta for more information."
"spectroscopy","757","the practice of separating a signal by frequency (or sometimes energy or momentum) and analyzing the resulting spectrum."
"rotation","755","Circular motion about a central point or axis"
"perturbation-theory","743","Perturbation theory refers to methods for understanding physical systems by treating them as small modifications to exactly solvable systems."
"variational-principle","733","any of several principles that find the physical trajectory of a system by minimizing or maximizing some value computed over the proposed path (for instance geometric optics can be reproduced by insisting on a minimum time principle)."
"electromagnetic-induction","729",""
"quantum-interpretations","725","This tag is for questions relating to what, if anything, the quantum mechanical formalism and experimental results say about the way the world works."
"flow","724","The motion of fluids (gases, liquids and granular material)."
"planets","715","Celestial body that orbits following an elliptical path around a star or stellar remnant."
"faster-than-light","715","""Faster-than-light"", also known as superluminal velocities, refers  to any sort of travel at a speed greater than     the speed of light. Prohibited in mainstream physics due to the Special theory of relativity.       "
"oscillators","713",""
"boundary-conditions","705",""
"mathematics","702","DO NOT USE THIS TAG just because your question involves math! If your question is on simplification of a mathematical expression, please ask it at math.stackexchange.com The mathematics tag covers non-applied pure mathematical disciplines that are traditionally not part of the mathematical physics curriculum, such as, e.g., number theory, category theory, algebraic geometry, general topology, algebraic topology, etc.
"
"dirac-equation","694","A fully relativistic (Lorentz covariant) description, first put forward by Paul Dirac in 1928, of the first quantized, spin one half fermion with nonzero mass. Physical notions to do with this equation include the Dirac sea, Dirac hole theory, the Klein Paradox and the fine structure of the Hydrogen spectrum."
"lie-algebra","692","A vector space $\mathfrak{g}$ over some field $F$ and kitted with a bilinear, antisymmetric and Jacobi-identity-fulfilling product (""Lie Bracket"" or ""commutator""). In physics, most often arises as the Lie algebra (tangent space to the identity) of a Lie group; in gauge theories, basis vectors of the gauge group's Lie algebra correspond to Noether currents and conserved quantities."
"neutrinos","689","Neutrinos are light, uncharged leptons. The neutrino tag should be applied to question relating to neutrino properties or interactions involving neutrinos."
"string","686","This tag is for non-relativistic material strings, such as, e.g., a guitar string. PLEASE DO NOT USE THIS TAG for relativistic strings and string theory."
"topology","686","In mathematics, topology examines the properties of space  (such as connectedness and compactness) that are preserved under continuous deformations, such as stretching and bending, but not tearing or gluing.
"
"antimatter","681","Analogous to matter, but with charge of the particles opposite to their ordinary matter counterparts."
"plasma-physics","680","Theory, lab and space experiments, and calculations related the physics of plasmas, i.e., matter constituted by ionized atoms."
"dark-matter","677","Matter not observed directly but inferred to exist based upon its gravitational effects."
"atoms","675","A nucleus made of protons and neutrons surrounded by a cloud of electrons equal in number to the protons."
"power","675","The time rate of change of energy"
"geometry","674","To be used for questions on geometry closely pertaining to physics. Includes differential geometry and euclidean geometry.           "
"quantum-computer","673","The quantum computing tag is relevant for computing that uses quantum states such as superposition and/or entanglement to locate low energy states as solutions to complex problems (rather than laboriously enumerating and checking solutions as would be done with non-quantum traditional computing)."
"stress-energy-momentum-tensor","671","A rank-2 tensor in relativity, which expresses the flux of energy-momentum along timelike and spacelike axes. Also known as the energy-momentum tensor. In the Einstein field equations, it is the source of gravitational fields."
"lenses","667",""
"density","667","Density is defined as the mass per unit volume of a substance."
"symmetry-breaking","667","In explicit symmetry breaking, the equations of motion of a physical system are variant under the broken symmetry; by contrast, for spontaneous symmetry breaking (SSB), these equations are invariant, but the entire system is not because its vacuum (background) is non-invariant. Further use for the SSB characteristic nonlinear realizations (Goldstone mode), and the group theoretical patterns involved."
"causality","655",""
"spinors","652",""
"singularities","649","Use this tag for questions about singularities in physical quantities, i.e. cases where a quantity becomes or appears to become infinite or ill-defined. Consider the more specific tags [black-holes] and [wormholes] for certain kinds of singularities occurring in general relativity. For the procedure of ""getting rid"" of singularities, consider the [regularization] tag."
"action","644","The action is the integral of the Lagrangian over time, or the integral of the Lagrangian Density over both time and space.    "
"aerodynamics","642","A subset of the [fluid-dynamics] tag concerning primarily forces such as lift and drag generated on bodies as they move through gasses or as gasses move through the body (typically air). "
"spacetime-dimensions","637","Use this tag for dimensions of a manifold, typically the space-time. DO NOT USE THIS TAG for dimension of a physical quantity nor for the size of an object."
