tagName,Count,Excerpt
"pain","80","Tag for questions pertaining the sensation of unpleasant sensory and emotional experiences associated with actual or potential tissue damage."
"central-nervous-system","78","The complex of nerve tissues including the brain and spinal cord, but excluding the peripheral nervous system."
"senses","78","The physiological mechanisms by which organisms perceive their environment."
"sequence-alignment","77","A computational technique to compare two nucleotide or protein sequences. There are two basic types of sequence alignment i.e. local alignment (local comparison of subsequences) or global alignment (end to end comparison of the entire sequences)."
"infectious-diseases","77",""
"adaptation","77","Adaptation refers to both the current state of being adapted and to the dynamic evolutionary process that leads to the adaptation."
"enzyme-kinetics","77","Enzyme kinetics are the studies of the biophysical properties of enzymes and their substrates."
"allele","76","Alleles are different forms (among many possible alternative forms) of the same gene."
"flowers","76","Reproductive structures of angiosperm (flowering) plants."
"data","75","Data refers to a set of observations or measurements obtained for research purposes. Typically, quantitative or qualitative analysis is carried out on them.  "
"computational-model","74","A computational model is a mathematical model in computational science that requires extensive computational resources to study the behavior of a complex system by computer simulation."
"diet","74","The amount and variety of food consumed by an organism, usually for nutrition."
"definitions","73","Questions looking for clarifications or definitions of biological terminology."
"bone-biology","73","Study of the structural component of the vertebrate skeleton. Bone is a dense connective tissue composed of various cell types as well as collagen and mineralized calcium."
"protocol","73","A predetermined methodology for carrying out an experiment."
"hiv","72","The Human Immunodeficiency Virus (HIV) is a single-stranded RNA virus which reproduces in human CD4-positive cells, which are primarily T-helper lymphocytes and macrophages. HIV is the causative pathogen of Acquired Immunodeficiency Syndrome (AIDS)."
"energy","72","for questions relating to chemical, mechanical, electromagnetic, thermal, kinetic or potential energy or any other energy related directly to biological organisms or biological systems"
"yeast","72","Yeasts are a polyphyletic group of unicellular fungi. Usually the term yeast is used synonymously with baker's yeast - Saccharomyces cerevisiae."
"biostatistics","72","The branch of statistics that deals with data relating to living organisms."
"invertebrates","71","A paraphyletic classification for animals lacking a vertebral column."
"methods","71","The methods tag can be used for questions on experimental hardware; experimental set up; experimental procedures; surgical techniques etc.   "
"ant","71","Ants are social insects in the family Formicidae, a member of the Hymenoptera, which also includes the wasps and bees."
"fat-metabolism","71","The set of biochemical processes involved in the creation and utilization of lipids."
"environment","70","The natural world, especially pertaining to the interactions of life therein."
"evolutionary-game-theory","70","The application of dynamic systems and game theory to evolving populations in biology, economics, and social sciences. It is particularly well suited for studying social dilemmas like the evolution of cooperation and altruism."
"hair","68","Hair is a biopolymer mostly made from keratin, which grows from the skin. Hair is exclusively found in mammals."
"gene-regulation","67","The processes by which gene products (largely RNA and proteins) are increased or decreased."
"tissue","66","An organization of cells sharing functional similarities."
"synapses","66","A connection between neurons, which is either continuous (in electrical synapses) or interrupted by a cleft (in chemical synapses), through which communication is established."
"membrane-transport","66",""
"recombination","65","The process of breaking and recombining strands of DNA."
"pigmentation","65","Pigmentation refers to the coloration in plants or animals due to the presence of pigment in the tissue."
"ecoli","65","Escherichia coli, a gram-negative, rod-shaped bacterium commonly found in the lower intestines of warm-blooded animals.  Used extensively in laboratory research."
"speciation","65","Questions pertaining to the processes by which new species arise."
"energy-metabolism","64","Energy metabolism is the set of defined biochemical transformations by which living organisms generate energy (in the form of ATP) from nutrients."
"lipids","64","A broad group of consisting of biomolecules that are soluble in non-polar solvents. Most of these molecules have huge hydrocarbon chains (linear or cyclic). Examples include glycerides (glyceryl esters), isoprenoids and steroids."
"crispr","64","Cluster Regularly Interspaced Short Palindromic Repeats; Naturally a prokaryotic adaptive immune system, elements of CRISPR are increasingly being used for sequence specific DNA targeting in biotechnological applications, especially genome editing. This tag can be used for questions about its natural function or biotechnological applications, including elements of the CRISPR system such as Cas9 and Cpf1 nucleases."
"vitamins","63","Questions regarding organic compounds required by an organism as a vital nutrient in limited amounts."
"herpetology","63","The study of reptiles and amphibians, and a subarea of zoology."
"glucose","62","Glucose is a monosaccheride which is build up by plants during photosynthesis. "
"organs","62","A collection of tissues which work together to accomplish a function.  The organisational unit above tissues and below systems.  "
"eukaryotic-cells","62","Organisms whose cells contain organelles, complex structures enclosed within membranes, in particular a nucleus."
"memory","62","The processes by which environmental information is encoded, stored, and retrieved."
"radiation","62","Ionizing electromagnetic waves, usually harmful to most biological beings."
"classification","61","Pertaining to the classification of organisms."
"cell-division","61","Cell devision is the process in which one parent cell divides into two daughter cells. The interiour (cytoplasm, DNA, mitchondria etc.) of the parent cell is divided between the two new cells."
"lepidoptera","60",""
"kidney","59","The kidney is an internal, bean shaped organ of vertebrates. Kidneys are responsible for secreting urine, regulate the electrolytes of the body and filter the blood."
"lungs","59","The lungs are the respiratory organ which allows the take-up of oxygen and the release of CO2. They are present in most animals which breathe air including many fish species."
"dna-isolation","58","The laboratory technique involving the extraction of DNA from a cell in a pure form."
"carbohydrates","58","A carbohydrate is a diverse group of biological molecules that contain carbon (C), hydrogen (H) and oxygen (O) atoms. They are commonly used in biological metabolism and catabolism. "
"blast","58","The Basic Local Alignment Search Tool is a widely-used tool for finding and evaluating DNA or protein sequences.  Users can utilize either their own sequences or the genomes of hundreds of organisms.  It can be found at http://blast.ncbi.nlm.nih.gov/Blast.cgi"
"circadian-rhythms","58","Any biological process which displays an endogenous, entrainable oscillation of time."
"nucleic-acids","57","Polymers/Oligomers of mononucleotides. Nucleotides are composed of heterocyclic bases such as Adenine, Guanine, Thymine, Cytosine, and Uracil linked to a backbone moeity such as ribose (RNA), deoxyribose (DNA), N-(2-aminoethyl)-glycine (PNA), etc. These monomers are usually linked by phosphodiester bonds as in the case of DNA and RNA but can be other bonds such as peptide bonds in the case of PNA."
"sociality","57","Communal living, cooperation in care of young, and/or division of labor within animal species."
"sexual-selection","57","The concepts of mate choice and competition over eligible members of the opposite sex in animals, including humans."
"protein-interaction","57",""
"arthropod","56","An arthropod is an invertebrate animal having a segmented body, jointed appendages and exoskeleton. Arthropods form the phylum Arthropoda, which includes the chelicerates (horse shoe crabs and arachnids), insects, myriapods, and crustaceans. Use 'entomology' tag if the question is specifically about  Insecta."
"restriction-enzymes","56","Endonucleases are enyzmes (usually derived from bacterial sources) which cleave DNA at defined ""restriction"" sites."
"life-history","55","The timing of key events in an organism's lifetime, including development, reproduction and death."
"biodiversity","55","The range of differences and relationships between living organisms, especially at the ecological level."
"extinction","55","Extinction refers to the global disappearance of a taxon, caused by the death of the last individual member. Extinction can be used on many different levels and may relate to populations, groups of populations, species or higher taxa (such as families)."
"primer","54","A primer is short oligo made from nucleic acids. It is the starting point for DNA polymerases to start DNA synthesis. DNA polymerases can only synthesize enlarge existing nucleic but not generate new ones 'de novo'. Primers can be made of DNA (for PCR) or RNA (naturally occuring)."
"software","54","Computer programs that aid in the storage, processing, and analysis of biological data."
"organic-chemistry","54","Chemistry relating to carbon-containing compounds.  Should relate to biology as opposed to being purely about chemistry."
"dna-damage","53","A structural aberrancy in DNA, as opposed to a sequence change (mutation).  Often caused by reactive species."
"ribosome","52","Organelles responsible for protein synthesis in cells. They are distinguished into ""free"" and ""membrane-bound"" classes."
"osmosis","52","The process by which a solvent, especially water, tends to flow towards areas of higher solute concentration."
"fermentation","52","Questions pertaining to the conversion of sugar to ethanol, gas, or acids by bacteria or yeast."
"human-ear","51","Questions regarding the structure, morphology, and function of the human ear."
"blood-pressure","51","the pressure of circulating blood on the walls of blood vessels. When used without further specification, ""blood pressure"" usually refers to the pressure in large arteries of the systemic circulation. Use this tag in questions related to measurement and study about blood pressure and diseases which involve high/low/irregular blood pressure."
"bio-mechanics","51","The study biological systems in regards to their ability to apply and respond to mechanical forces."
"intelligence","50","While no precise and agreed upon definition exists, intelligence, in essence, refers to the ability to critically acquire, interpret and apply information."
"protein-expression","50","The process by which proteins, encoded in the genome, are ultimately synthesized."
"immunity","50","the capability of multicellular organisms to resist harmful microorganisms from entering it. Use this tag in questions related to the study of immunity and immune system, the process involved in providing immunity and the diseases, caused due to improper functioning of immune system, including autoimmune diseases."
"etymology","50","This tag is for questions about the origin and history of word form and meaning. The [terminology] tag should be used when asking strictly about the meaning or usage of a term. The [nomenclature] tag should be used when simply asking about the naming of species and not the origin of those names."
"pathophysiology","49","A tag used for questions on the mechanisms responsible for the initiation, development, and treatment of pathological processes in humans and animals."
"pregnancy","48","The period after fertilization during which offspring develop within the body of a parent."
"systems-biology","48","An interdisciplinary area of study in the life sciences with a focus on complex interactions and large networks of biological molecules and processes."
"pathogenesis","48","Pathogenesis is the mechanism by which a disease is causing the disease.  For bacteria this can be the secretion of a toxin which is toxic for the host."
"antigen","48","An antigen is a substance which causes the the body to produce a reaction of the adaptive immune system. Contact of the immune system to antigens results in the production of highly specific (antigen specific) antibodies."
"abiogenesis","47","The study of how biological life arises from inorganic matter through natural processes, and the method by which life on Earth arose."
"morphology","47","The study of the gross structure of biological entities, including organisms, tissues and cells. "
"thermodynamics","47","Thermodynamics in biology is the study of energy transfer within and between cells, organisms, and their environment, including the underlying chemical reactions."
"peripheral-nervous-system","46","The peripheral nervous system (PNS) is the part of the nervous system consisting of the nerves and ganglia outside of the brain and spinal cord."
"telomere","45","A region of repeating DNA at the end of a chromosome that protects the chromosome from decaying."
"experiment","45",""
"pharmacokinetics","45","The branch of pharmacology studying the absorption, metabolism and excretion of drugs."
"fluorescent-microscopy","45","Fluorescent microscopy uses the emissions of fluorescently labelled probes to generate an image. "
"transformation","44","The genetic alteration of a cell resulting from the direct uptake, incorporation, and expression of exogenous genetic material from its surroundings."
"community-ecology","43","Sub-field of ecology that studies populations of different species living in a common environment, hence potentially interacting and subjected to similar abiotic elements."
"circulatory-system","43","The organ system consisting of both the cardiovascular system and lymphatic system which allows for the circulation of blood and lymph, respectively."
"pest-control","43",""
"electrocardiography","43","The study of the electrical activity of the heart."
"lifespan","42","The time between birth and death, either for an individual or as an average of a species."
"measurement","42","The act of making quantitative observations of biological phenomena."
"ecosystem","42","An interconnected system of biotic and abiotic elements in a given area."
"polymerase","42","Enzyme that catalyzes the serial addition of monomers to synthesize a polymeric biomolecule. This term usually applies to DNA/RNA polymerases which synthesize these nucleic acid polymers from mononucleotides. "
"autoimmune","42","Questions pertaining to the production of an immune response to self tissues/molecules."
"teeth","41","Hard projections in the mouths of vertebrates used mainly to mechanically digest food.  Teeth can also be used for the purposes of defense or obtaining meals, especially in the case of hunting."
"agriculture","41",""
"learning","40","This tag is not for asking questions about ""learning biology"". Learning is acquiring new or modifying existing knowledge, behaviors, skills, values, or preferences and may involve synthesizing different types of information. It can be broken down to acquiring or modifying the reaction to the external input on its repetitive presentation.   "
"homeostasis","40","The maintenance of a constant internal environment - for example temperature, carbon dioxide concentration or water concentration, etc. within an organism."
"purification","39","The molecular technique of isolating specific molecules, especially biomacromolecules, from complex solutions."
"eggs","38",""
"sex-chromosome","38",""
"microarray","38","A chip-based assay that allows parallel detection of thousands of samples, such as DNA, at once."
"animal-models","38","Animals used, for both practical and ethical reasons, to study biological systems and draw conclusions about homologous processes in other organisms, especially humans."
"lab-reagents","38","Chemicals used in the lab for experiments."
"liver","37","Internal organ of vertebrate species which is important for a lot of biochemical functions including production of molecules, detoxification and production of glycogen."
"gastroenterology","37","Questions pertaining to the study of the digestive system."
"drosophila","37","Questions pertaining to fruit flies of the genus *Drosophila*."
"bacterial-toxins","37","Toxins secreted by bacteria. Toxins are the agents which cause most of the toxicity of bacteria and are often highly toxic. Examples include the tetanus and the diptheria toxins."
"snake","37",""
"alcohol","37","For questions about the biological aspects of alcohol, such as metabolism, mechanisms of effect, etc. Questions should be carefully written to focus on the biology. Chemistry questions are off-topic. "
"seeds","37",""
"staining","37","Set of methods to visualize certain properties (structure, gene expression, potential changes, etc.) of organisms or single cells. "
"allergies","37","Hypersensitive inflammatory immune responses to environmental components that do not affect most people."
"chloroplasts","37","The organelle in which photosynthesis occurs"
"hardy-weinberg","36","A model for allele and genotype frequencies in a non-evolving population."
"3d-structure","36","The spatial organization of atoms within a macromolecule."
"wasps","36",""
"dinosaurs","36",""
"reproductive-biology","36","Biology dealing with study of reproductive process, especially in higher animals. Closely related to reproductive endocrinology. "
"western-blot","36","Questions pertaining to western blots, which are used for detecting specific proteins (sometimes called protein immunoblots)."
"microbiome","36","Tag for questions related to the collection of all the microorganisms living in association with the body of a multicellular organism, such as the human microbiome, or the full collection of genes of all the microbes in a community, such as all of the organisms that form the human microbiome."
"sexual-dimorphism","35","Tag for questions related to the differences in appearance between males and females of the same species, such as in colour, shape, size, and structure, that are caused by the inheritance of one or the other sexual pattern in the genetic material."
"anthropology","35","The science of humanity. In a biological sense anthropology focusses on humans and non-human primates, and their evolutionary, biological, and demographic attributes."
"pdb","34","Protein Data Bank, a publically available database of molecular structures of proteins"
"conservation-biology","34","The study of biodiversity with the applied goal of learning how to protect species, habitats, and ecosystems from change, particularly that caused by non-natural effects.
"
"communication","34","Behaviours that transfer information between organisms"
"predation","34",""
"retrovirus","34","Retroviruses are single-stranded RNA viruses that reverse-transcribe their genome into DNA that is then integrated into the host genome."
"quantitative-genetics","34","Quantitative genetics is the study of inheritance at the phenotypic level. "
"cell-cycle","34",""
"cell","34","A cell is the smallest functional unit of life."
"transcription-factor","34","Transcription factors are proteins which regulate the expression of genes. They are divided into two groups: The group of the general transcription factors which are present in every transcription and the special transcription factors, which are present in specific tissues or cells."
"apoptosis","34","A form of programmed cell death designed to remove old damaged cells.  This prevents them from mutating into neoplastic (cancer) cells, and also plays a role in control of viral infection. "
"ph","33","pH is a measure of the acidity of a solution. It is defined as the negative logarithm (base 10) of the concentration of hydronium ions in a solution."
"assay-development","33",""
